stars,forks,watchers,open_issues,size
8740,1047,8740,414,25747
8739,739,8739,158,117803
8738,637,8738,56,5270
8738,2429,8738,77,121336
8737,1468,8737,500,187555
8735,581,8735,212,322954
8735,940,8735,30,2930
8734,718,8734,37,6997
8731,754,8731,66,517
8729,2309,8729,108,5053
8725,1873,8725,374,19412
8721,1858,8721,6,75552
8720,1572,8720,180,100825
8717,356,8717,53,736
8716,376,8716,289,23829
8714,3142,8714,66,348062
8712,594,8712,52,2614
8707,734,8707,96,537
8704,1846,8704,62,40701
8703,1100,8703,4,2080
8701,1716,8701,123,52470
8701,1849,8701,161,5406
8701,553,8701,56,4515
8700,1294,8700,102,10353
8698,202,8698,168,14325
8697,1041,8697,16,196962
8692,1922,8692,66,871
8690,1908,8690,385,41882
8689,461,8689,73,10978
8689,742,8689,212,1173
8688,248,8688,181,2541
8684,2253,8684,338,1368
8684,379,8684,101,11069
8679,1292,8679,293,80218
8679,502,8679,109,34443
8678,432,8678,83,680
8677,1043,8677,268,13092
8676,885,8676,119,1403
8676,739,8676,503,37498
8675,1123,8675,104,294562
8674,8473,8674,206,467106
8674,610,8674,904,49747
8673,1025,8673,54,38274
8673,2056,8673,0,345
8672,718,8672,114,1274
8672,1002,8672,142,109226
8669,431,8669,162,3446
8666,1699,8666,441,126397
8665,1468,8665,61,104821
8665,578,8665,403,2920
8663,788,8663,49,26794
8659,416,8659,103,1029
8657,5262,8657,3,469
8655,1058,8655,1842,4470538
8654,3742,8654,1823,6499740
8652,2349,8652,14,464451
8651,684,8651,97,49837
8648,937,8648,0,151
8645,988,8645,1120,67270
8643,1206,8643,612,54591
8639,1038,8639,1472,75060
8638,3453,8638,42,107030
8635,1639,8635,659,102919
8631,762,8631,60,86234
8630,1805,8630,26,217822
8629,372,8629,146,3877
8628,4185,8628,0,454
8628,842,8628,401,2523
8624,1464,8624,0,548936
8620,3795,8620,3,2644
8620,1439,8620,845,34290
8619,2050,8619,6,153
8614,1903,8614,32,16378
8613,592,8613,88,892
8611,954,8611,50,34017
8611,1109,8611,1,2463
8610,777,8610,14,2397
8610,1779,8610,19,7300
8607,712,8607,7,460
8605,951,8605,27,3915
8604,4701,8604,1,75
8603,753,8603,2,1379
8602,658,8602,6,92
8600,2700,8600,54,22784
8597,557,8597,186,35899
8597,1102,8597,93,1523
8592,688,8592,54,65564
8591,876,8591,664,137651
8589,1117,8589,113,7862
8585,548,8585,66,880319
8584,430,8584,31,241
8583,1788,8583,66,1324
8581,370,8581,22,53385
8578,705,8578,951,67438
8576,3527,8576,88,12013
8573,541,8573,129,50316
8573,804,8573,338,9275
8570,1836,8570,44,536
8568,10792,8568,2205,438803
8562,2272,8562,75,29
8557,8021,8557,4133,445393
8554,184,8554,76,26857
8553,429,8553,234,1078
8552,577,8552,102,1799
8550,1965,8550,431,11046
8550,707,8550,26,37763
8549,1230,8549,225,2024585
8547,642,8547,121,5325
8544,1750,8544,15,512
8543,231,8543,102,926
8541,1157,8541,166,15494
8535,247,8535,22,3718
8530,342,8530,2,11728
8529,2183,8529,65,1479
8529,186,8529,71,953
8528,2256,8528,283,22782
8528,586,8528,119,4095
8527,1633,8527,120,5730
8523,2705,8523,2612,53346
8518,4457,8518,590,239064
8517,323,8517,63,2216
8517,2726,8517,208,18020
8517,941,8517,78,149
8515,673,8515,15,57
8512,1983,8512,204,31762
8511,2172,8511,46,44025
8511,93,8511,21,262
8508,723,8508,36,24122
8508,374,8508,26,817572
8506,2182,8506,20,2999
8505,982,8505,11,380006
8504,546,8504,43,22092
8502,1392,8502,91,8474
8501,932,8501,38,20379
8501,465,8501,174,766
8497,999,8497,72,1616
8495,617,8495,0,277
8493,864,8493,339,93549
8490,1022,8490,306,26188
8490,1287,8490,53,7650
8489,3463,8489,839,18434
8487,1269,8487,4089,666609
8486,794,8486,48,9600
8486,1596,8486,173,52274
8485,369,8485,54,53019
8482,537,8482,317,124317
8482,740,8482,407,7888
8481,1007,8481,281,204326
8480,1009,8480,284,155986
8476,7442,8476,41,32206
8475,2798,8475,267,7623
8472,1616,8472,722,6321
8470,1752,8470,134,85875
8469,1959,8469,81,22392
8461,824,8461,0,261564
8454,500,8454,590,8592
8453,2399,8453,204,25339
8453,1384,8453,271,3047
8452,913,8452,37,1113
8449,554,8449,5,122
8449,4514,8449,177,755946
8449,349,8449,4,4045938
8449,14483,8449,2178,295203
8448,291,8448,1,6595
8446,5620,8446,508,137094
8445,3202,8445,123,24336
8441,267,8441,66,88697
8440,1690,8440,147,35738
8439,714,8439,69,105808
8438,1505,8438,17,4187
8436,1827,8436,807,83513
8435,1096,8435,13,676
8433,1564,8433,281,40819
8432,808,8432,131,5898
8425,1694,8425,45,3696
8421,580,8421,146,7519
8415,1143,8415,369,7063
8413,1307,8413,60,10241
8412,238,8412,87,3970
8408,298,8408,15,696
8407,1997,8407,580,402293
8407,1638,8407,236,1451
8406,6178,8406,791,595204
8404,1325,8404,169,166231
8402,1266,8402,544,164693
8399,1308,8399,0,16256
8399,569,8399,908,58177
8398,3455,8398,29,109212
8394,1157,8394,11,441
8391,1082,8391,62,1544
8390,415,8390,172,6419
8389,709,8389,673,126127
8388,627,8388,20,84
8384,790,8384,287,174953
8382,693,8382,6,549
8382,1922,8382,1,444
8380,1350,8380,172,25510
8374,450,8374,23,23635
8372,289,8372,99,3145
8371,485,8371,98,5991
8370,1866,8370,0,43296
8369,1324,8369,335,1495
8369,966,8369,14,4522
8369,683,8369,564,9324
8369,1240,8369,116,24514
8367,369,8367,104,98424
8365,1185,8365,91,7965
8364,1111,8364,80,16262
8361,1854,8361,80,52654
8361,1266,8361,106,504
8358,1815,8358,11,23
8358,816,8358,446,4321
8356,1024,8356,91,11699
8355,1928,8355,978,8264
8352,430,8352,392,39621
8351,475,8351,131,1542
8351,2270,8351,185,486928
8350,2407,8350,1708,495236
8344,1160,8344,13,59
8343,748,8343,150,1128
8343,817,8343,189,297623
8343,835,8343,120,12203
8342,4765,8342,182,1235818
8341,418,8341,122,2725
8341,712,8341,50,594
8340,1278,8340,67,13016
8340,4039,8340,63,7007
8337,1576,8337,63,4377
8336,815,8336,265,172009
8335,573,8335,90,25121
8335,1557,8335,3,10625
8334,12417,8334,10794,849
8334,323,8334,36,2273
8333,545,8333,359,252784
8331,1969,8331,209,1145
8328,1747,8328,110,17681
8324,621,8324,190,10372
8323,1477,8323,20,4194
8323,70,8323,0,1042
8319,2446,8319,467,10630
8318,2036,8318,16,39525
8313,1254,8313,32,6503
8313,2056,8313,55,371599
8313,1452,8313,8,25029
8310,1020,8310,183,1260
8307,1011,8307,213,3729
8306,641,8306,96,2296
8305,2069,8305,132,260
8305,445,8305,5,133875
8302,728,8302,336,13739
8294,1553,8294,56,192544
8292,750,8292,53,6393
8287,733,8287,194,29007
8286,743,8286,37,449848
8283,536,8283,272,78882
8281,924,8281,186,12373
8279,2638,8279,157,47750
8278,988,8278,34,132237
8277,217,8277,564,20350
8272,266,8272,308,25053
8270,1498,8270,160,8343
8269,1594,8269,782,34456
8268,1253,8268,27,1930856
8267,742,8267,124,37982
8267,478,8267,134,1122
8266,1012,8266,135,11002
8265,1842,8265,355,458048
8261,1984,8261,10,10564
8260,22767,8260,524,59698
8259,1134,8259,224,11904
8258,1195,8258,104,172394
8256,2857,8256,2,69557
8256,1113,8256,173,14489
8253,884,8253,22,398
8247,700,8247,82,6258
8247,2392,8247,14,74
8241,2756,8241,19,781
8238,1029,8238,16,11462
8237,200,8237,45,5597
8237,1043,8237,235,5161
8235,1029,8235,5,500965
8227,808,8227,37,2693
8227,1233,8227,101,2634
8226,1171,8226,0,31721
8225,843,8225,250,142165
8225,1954,8225,127,159414
8225,1231,8225,19,32616
8219,57,8219,0,1273
8218,486,8218,498,60891
8218,864,8218,329,6539
8218,625,8218,80,7371
8218,724,8218,296,34089
8217,832,8217,318,25837
8217,2828,8217,64,29378
8213,5717,8213,1534,1119200
8212,316,8212,105,36939
8210,805,8210,18,1608
8210,1324,8210,15,3900
8210,690,8210,7,17054
8209,603,8209,142,40577
8209,144,8209,48,4603
8209,1934,8209,123,39501
8208,490,8208,104,4510
8207,1010,8207,241,320301
8206,2096,8206,295,31256
8206,170,8206,36,377
8205,218,8205,51,7029
8205,1934,8205,10,3091
8203,550,8203,380,13092
8201,644,8201,224,5367
8201,1810,8201,5,242
8201,2304,8201,60,72550
8200,3554,8200,174,13127
8200,1228,8200,61,16346
8198,1990,8198,648,7708
8198,769,8198,6,29754
8196,870,8196,82,1642
8196,322,8196,36,5713
8196,4525,8196,779,42427
8193,1009,8193,6,3108
8191,4173,8191,673,105928
8189,832,8189,36,761
8188,1406,8188,1,451
8186,1128,8186,2633,63212
8185,2164,8185,219,922783
8184,2612,8184,1148,911628
8182,1500,8182,183,19557
8178,187,8178,238,66757
8178,388,8178,142,213
8176,622,8176,297,27487
8170,554,8170,415,2292
8169,669,8169,3,22
8167,4135,8167,20,249
8162,785,8162,382,47816
8160,1138,8160,3,19837
8154,1175,8154,19,67059
8154,988,8154,563,103967
8153,1006,8153,118,3083
8152,650,8152,99,4553
8152,1024,8152,4,3809
8151,1214,8151,3,3082888
8147,1233,8147,14,4665
8147,1310,8147,23,48
8147,954,8147,36,1744
8144,3801,8144,55,10066
8143,831,8143,125,18929
8143,1384,8143,376,12654
8142,1068,8142,451,2345
8141,671,8141,317,7884
8140,1514,8140,393,24641
8140,564,8140,274,13741
8139,459,8139,41,37504
8138,209,8138,12,2343
8137,483,8137,252,61431
8136,520,8136,56,97101
8135,950,8135,15,23261
8131,4634,8131,66,1092677
8129,3298,8129,3,106949
8129,481,8129,0,88000
8125,2263,8125,289,385
8118,672,8118,0,19864
8117,2309,8117,164,250158
8115,666,8115,219,1014
8113,7229,8113,6,189807
8111,1520,8111,87,84497
8110,1320,8110,38,2772
8110,2170,8110,0,55545
8108,558,8108,1,216
8107,1250,8107,35,34359
8107,831,8107,6,78850
8107,1765,8107,174,6261
8095,767,8095,228,10142
8093,1009,8093,671,514049
8092,896,8092,296,1123
8091,1402,8091,169,15768
8091,1505,8091,343,13832
8090,517,8090,31,14092
8089,126,8089,7,960
8088,2479,8088,8,19975
8088,520,8088,4,358
8085,1409,8085,36,569
8084,507,8084,134,1540
8083,1418,8083,396,4288
8080,789,8080,186,12714
8080,4955,8080,63,438
8077,560,8077,1002,97261
8076,299,8076,64,5942
8076,5160,8076,114,13683
8075,1338,8075,306,11979
8074,2132,8074,297,143792
8072,703,8072,103,56627
8069,2623,8069,1348,173705
8063,555,8063,110,258
8062,570,8062,36,2810
8060,616,8060,189,6413
8057,1125,8057,315,1094233
8055,1961,8055,11,103436
8054,617,8054,17,113006
8054,3028,8054,3,33140
8050,288,8050,4,1381
8049,2081,8049,404,346828
8046,616,8046,72,41912
8046,1174,8046,0,622
19985,5877,19985,493,8391
19982,2095,19982,289,7851
19982,10256,19982,23,348080
19972,883,19972,156,74245
19969,3555,19969,8,17060
19957,1533,19957,150,9876
19938,1857,19938,241,125362
19933,5875,19933,426,242833
19921,7429,19921,20497,3034425
19886,1485,19886,40,62955
19885,2311,19885,5,11191
19883,2052,19883,48,1808
19879,4836,19879,24,310
19876,1701,19876,2,1080
19842,2128,19842,666,150297
19819,5363,19819,12,44918
19817,6192,19817,414,264379
19783,3005,19783,1,1034
19776,7085,19776,42,7057
19775,1393,19775,113,409493
19771,1458,19771,425,1470
19750,4408,19750,10,181233
19750,1623,19750,73,4745
19736,506,19736,20,3271
19734,859,19734,5,40003
19727,2917,19727,59,646
19726,710,19726,149,9684
19677,2368,19677,74,19810
19676,1088,19676,1,166
19658,2582,19658,42,9199
19655,1838,19655,272,2998
19646,1602,19646,168,8468
19642,967,19642,395,82221
19633,1639,19633,71,2948
19615,681,19615,107,8738
19592,3159,19592,111,265793
19577,906,19577,2,1170
19566,2191,19566,288,67978
19564,9659,19564,38,14780
19536,2641,19536,76,2269
19533,2116,19533,244,22588
19533,2658,19533,47,20287
19519,3012,19519,650,2208
19474,571,19474,116,212267
19469,4565,19469,3,700615
19466,3027,19466,221,59044
19461,1624,19461,94,44836
19446,14249,19446,4,65260
19429,699,19429,46,50094
19417,2895,19417,219,81092
19398,1160,19398,206,2513
19375,2378,19375,321,73279
19367,2438,19367,145,8704
19354,4638,19354,24,338
19350,4349,19350,79,33969
19346,4133,19346,2040,235007
19340,1940,19340,91,2870
19338,1917,19338,17,5827
19334,650,19334,220,7811
19330,850,19330,181,9846
19322,2905,19322,1673,234971
19314,1791,19314,432,660566
19307,2775,19307,12,1187
19295,1453,19295,281,651416
19287,10844,19287,651,42662
19276,4401,19276,169,16224
19271,1939,19271,396,593055
19261,1377,19261,285,5178
19261,1873,19261,10,74
19257,3779,19257,31,72709
19248,974,19248,14,185721
19248,3110,19248,35,539
19247,1083,19247,529,24315
19218,4913,19218,152,4484
19198,2756,19198,1006,145767
19164,1851,19164,10,265
19164,1734,19164,241,35036
19163,3338,19163,40,437
19131,1897,19131,631,140866
19116,1029,19116,20,10510
19111,2158,19111,168,126945
19077,2187,19077,584,154046
19076,5880,19076,112,5375
19050,741,19050,452,340
19046,2126,19046,21,2765
19024,1307,19024,2422,166118
19010,2682,19010,334,5409
18995,5181,18995,108,11752
18973,1641,18973,65,169959
18941,834,18941,10,7079
18921,4876,18921,375,28669
18917,4790,18917,0,4084
18903,698,18903,27,3420
18897,1082,18897,194,47391
18866,1315,18866,192,142215
18851,2856,18851,253,15158
18850,1600,18850,226,6489
18843,3149,18843,137,6398
18840,1622,18840,452,38262
18835,14712,18835,35,913
18812,5794,18812,14,299162
18806,839,18806,26,46533
18805,602,18805,239,369774
18803,1330,18803,123,1472
18802,772,18802,424,17738
18764,1887,18764,743,151185
18763,5390,18763,1189,71401
18758,1106,18758,276,49489
18751,3296,18751,279,322
18739,2571,18739,508,76282
18719,3320,18719,51,23807
18688,1235,18688,0,2165
18639,2781,18639,782,55559
18631,11144,18631,252,2210007
18614,1512,18614,976,333687
18602,4025,18602,16,333490
18566,3528,18566,262,1659
18559,1429,18559,1,8857
18557,3781,18557,39,41458
18538,1811,18538,287,66934
18536,12279,18536,191,132192
18535,3587,18535,28,112899
18530,3142,18530,56,24248
18526,4014,18526,220,5588
18525,3923,18525,206,16896
18521,5013,18521,487,231195
18519,4229,18519,40,994
18507,1413,18507,1642,59008
18498,7041,18498,109,80408
18497,3744,18497,381,37446
18496,6321,18496,1,76507
18493,7723,18493,9775,5087353
18489,1421,18489,74,1903
18459,3129,18459,88,10189
18448,1716,18448,42,1255
18447,6327,18447,653,575879
18440,2118,18440,24,1023856
18426,7038,18426,300,1014
18416,585,18416,79,3160
18405,1143,18405,572,335824
18399,885,18399,22,2286
18338,5258,18338,50,149507
18332,1026,18332,27,471
18318,2764,18318,319,48191
18313,961,18313,97,10069
18291,1349,18291,346,203156
18275,4032,18275,72,547
18258,589,18258,30,6128
18250,2744,18250,477,4649
18236,1086,18236,69,8415
18224,528,18224,68,2598
18212,7733,18212,54,54786
18201,1336,18201,258,149054
18197,1751,18197,31,470
18185,3525,18185,174,26748
18183,1977,18183,629,28799
18182,2000,18182,35,15786
18141,1202,18141,346,182352
18139,2610,18139,42,10896
18135,2594,18135,232,156555
18123,4001,18123,146,22375
18122,1345,18122,388,8005
18117,3162,18117,442,12655
18116,1168,18116,27,1239
18113,2171,18113,52,370535
18107,2875,18107,844,167729
18098,2372,18098,1390,165848
18097,3040,18097,229,7618
18059,1786,18059,0,8546
18043,3179,18043,147,767
18040,1545,18040,1287,166082
18037,1247,18037,222,4193
18036,6980,18036,29,24557
18020,941,18020,35,139920
18015,21232,18015,3,212
18011,1956,18011,516,138790
17996,2491,17996,162,1823770
17990,3438,17990,72,100614
17989,2731,17989,154,1309
17985,5043,17985,669,21424
17979,3714,17979,100,314441
17968,1724,17968,322,5520
17949,4637,17949,250,549
17917,3808,17917,1,1091
17912,4448,17912,94,31204
17908,395,17908,398,108839
17900,1320,17900,198,12551
17897,1835,17897,125,49328
17886,2334,17886,621,52386
17882,3121,17882,196,41283
17878,2295,17878,752,13772
17875,2881,17875,442,616853
17858,3195,17858,79,50985
17850,6312,17850,2874,406656
17844,1068,17844,27,1587
17827,5169,17827,0,236710
17818,2544,17818,168,2676
17814,1659,17814,213,3347
17807,764,17807,35,7066
17799,6850,17799,18,98064
17792,4007,17792,30,21883
17790,1269,17790,103,14302
17781,2495,17781,2313,278851
17772,5321,17772,146,114113
17771,1820,17771,526,4583214
17765,1345,17765,149,6932
17761,751,17761,255,6690
17737,2945,17737,67,927
17729,3249,17729,785,12808
17725,4027,17725,7,148812
17708,2393,17708,127,15188
17700,939,17700,392,21882
17693,3008,17693,149,885
17693,3057,17693,667,643665
17688,1466,17688,382,300706
17687,1782,17687,634,137168
17677,2138,17677,338,25034
17672,3091,17672,5,91
17669,1506,17669,155,13725
17649,741,17649,1,3333
17633,989,17633,35,2857
17622,3783,17622,401,33187
17618,1071,17618,104,5987
17613,4102,17613,737,307350
17607,941,17607,155,4269
17601,669,17601,138,2198
17599,1079,17599,3,1496
17597,2038,17597,830,16647
17572,3806,17572,2,32370
17559,2098,17559,288,138868
17539,1725,17539,188,826459
17535,12284,17535,2,400340
17525,470,17525,23,74606
17524,4623,17524,147,122325
17476,6074,17476,2,8299
17466,302,17466,212,10501
17463,3237,17463,2167,47314
17461,6912,17461,1680,443231
17451,927,17451,820,607421
17430,3872,17430,8498,1844181
17405,3569,17405,6,5493
17400,2167,17400,85,106470
17400,2133,17400,402,555114
17399,2560,17399,231,79971
17397,1978,17397,200,53129
17392,1856,17392,574,171263
17391,4626,17391,16,1764
17381,4376,17381,837,935217
17369,555,17369,13,8694
17348,2314,17348,16,3386
17346,1213,17346,5,1790
17339,3331,17339,126,7103
17326,826,17326,147,10369
17325,3470,17325,855,19736
17325,1730,17325,304,18160
17316,8105,17316,48,582
17312,3281,17312,148,103769
17301,2083,17301,200,4542
17298,1467,17298,860,16567
17286,3557,17286,20,229
17270,9153,17270,767,90203
17264,3322,17264,155,6175
17240,5155,17240,39,41954
17234,1121,17234,45,3813
17233,1806,17233,0,2918
17232,3857,17232,989,22488
17222,1616,17222,42,8139
17209,2091,17209,86,3918
17200,680,17200,129,15631
17196,1159,17196,293,33345
17191,853,17191,19,1677
17174,1545,17174,506,19251
17168,2662,17168,248,875
17147,3801,17147,3,117
17139,4581,17139,41,166
17136,7070,17136,1598,965060
17102,2907,17102,425,1114
17087,1514,17087,83,4613
17058,2002,17058,87,834
17057,1290,17057,182,1594
17051,2865,17051,23,15
17037,1688,17037,39,66691
17028,2061,17028,14,13925
16995,5696,16995,119,3208
16987,2057,16987,37,564896
16981,2541,16981,207,1775
16955,913,16955,124,31648
16955,4873,16955,40,3164
16949,3787,16949,220,75424
16944,947,16944,187,15704
16940,709,16940,218,1815
16930,3472,16930,179,16405
16929,3067,16929,30,367
16927,734,16927,7,1164
16919,5515,16919,40,1656
16904,10011,16904,1,36203
16902,1777,16902,199,2904
16895,2070,16895,348,27806
16856,1092,16856,165,4423
16850,3464,16850,57,23430
16847,1012,16847,46,1061
16844,559,16844,128,43
16839,2050,16839,245,31302
16820,4462,16820,147,10061
16815,8160,16815,162,6990
16812,2231,16812,483,89357
16808,6210,16808,450,27128
16802,798,16802,47,585
16792,3347,16792,497,6957
16791,2042,16791,94,872
16780,3577,16780,398,407800
16768,648,16768,151,64787
16763,1850,16763,7,176
16760,2136,16760,928,31216
16729,2937,16729,657,30409
16727,5988,16727,48,15967
16719,2516,16719,9,2212
16718,630,16718,158,72843
16712,2900,16712,1,907
16707,3110,16707,345,46732
16704,909,16704,2,193917
16704,1139,16704,370,86473
16702,2075,16702,22,33276
16694,914,16694,140,131644
16692,2603,16692,380,125157
16683,2008,16683,297,478
16679,574,16679,10,354
16675,3512,16675,278,51334
16675,2133,16675,406,6672
16669,1293,16669,106,10342
16660,6484,16660,1610,55263
16642,2862,16642,368,28952
16615,3054,16615,0,26
16595,745,16595,148,14025
16594,5206,16594,78,35157
16590,2401,16590,0,71367
16580,5312,16580,4098,815157
16579,2965,16579,587,77455
16570,1210,16570,137,468
16569,3554,16569,295,3420
16557,2373,16557,116,10729
16550,4331,16550,84,8432
16547,855,16547,36,325
16542,546,16542,263,6947
16529,2545,16529,30,434
16522,3300,16522,510,2151
16514,1860,16514,24,353
16512,844,16512,224,65487
16512,849,16512,89,3495
16506,823,16506,840,103375
16505,4800,16505,91,2073
16502,7453,16502,78,41267
16493,824,16493,180,24626
16492,2253,16492,127,31474
16487,341,16487,30,603
16483,3577,16483,7,112
16470,919,16470,101,41338
16457,2900,16457,304,40093
16456,3517,16456,854,32374
16455,3947,16455,21,2522
16444,2558,16444,1174,1877404
16443,1155,16443,215,14348
16440,5480,16440,5,8502
16433,848,16433,23,894299
16433,1104,16433,225,23272
16433,5867,16433,222,129142
16420,3527,16420,73,672598
16416,4352,16416,121,1585048
16412,4293,16412,23,772
16400,679,16400,1,6855
16381,3361,16381,95,240682
16364,1322,16364,79,824076
16361,2240,16361,333,8983
16361,574,16361,11,54763
16347,2022,16347,79,30493
16343,4906,16343,609,61421
16341,451,16341,22,2925
16340,3247,16340,2,21714
16333,1645,16333,9,10702
16333,1347,16333,170,6235
16324,3987,16324,16,149
16323,2197,16323,623,94260
16308,2055,16308,619,193223
16294,7107,16294,43,24212
16293,3996,16293,19,17172
16293,1717,16293,362,42229
16293,2073,16293,278,19855
16285,1225,16285,127,1975
16269,1042,16269,361,7929
16267,1936,16267,840,325656
16256,3231,16256,103,33949
16232,2663,16232,43,79
16228,3450,16228,61,2047
16226,2162,16226,42,194974
16226,11073,16226,8,155878
16224,1224,16224,142,197
16212,5426,16212,1843,461654
16206,3063,16206,224,68278
16200,754,16200,169,86461
16192,5799,16192,16,1273
16192,1380,16192,164,41526
16190,1801,16190,210,85305
16183,1961,16183,26,31724
16179,1602,16179,8,147659
16174,2158,16174,72,3764
16172,4593,16172,355,170757
16167,1259,16167,18,16022
16150,3613,16150,431,49546
16149,3219,16149,20,2377
16141,932,16141,36,7115
16125,908,16125,21,4473
16116,1281,16116,19,557
16114,904,16114,1812,93128
16111,1085,16111,0,7124
16103,6569,16103,0,1859
16088,4713,16088,7,1534
16084,2611,16084,46,18682
16056,1948,16056,26,253417
16055,2375,16055,57,23440
16054,1601,16054,5,26313
16053,1898,16053,91,843480
16051,1230,16051,658,56005
16047,1577,16047,4,658
16041,663,16041,4,4683
16028,1671,16028,3,7933
16018,5683,16018,57,585160
16011,526,16011,53,55234396
16009,892,16009,417,308304
16009,2167,16009,76,1479
16007,3781,16007,8,9808
15997,1273,15997,10,1552
15994,762,15994,21,6719
15988,1375,15988,38,11011
15984,1624,15984,487,84485
15982,2545,15982,93,15972
15981,4562,15981,276,1135095
15978,2269,15978,43,120459
15970,3528,15970,74,1253
15965,738,15965,89,1993146
15938,3897,15938,13,177250
15936,1307,15936,243,15239
15934,272,15934,35,1344
15933,4406,15933,337,60148
15925,2438,15925,103,1578
15920,2733,15920,108,8867
15912,3023,15912,973,75595
15905,4398,15905,291,15009
15895,3674,15895,296,4171
15892,2142,15892,374,66488
15891,1552,15891,6,20065
15886,938,15886,24,487
15886,3058,15886,93,1117
15880,1219,15880,135,2104
15871,1769,15871,31,416253
15865,1437,15865,2,5672
15855,1047,15855,80,32063
15855,3617,15855,0,90065
15852,3575,15852,22,144924
15849,1755,15849,5,2682
15849,1768,15849,25,9188
15848,6156,15848,800,1595729
15841,581,15841,145,2830
15839,924,15839,190,6150
15829,3717,15829,88,13366
15827,4426,15827,1622,77784
15826,1162,15826,19,404
15813,1883,15813,360,10390
15812,1653,15812,95,687218
15777,448,15777,209,8466
15777,675,15777,34,41598
15765,2748,15765,160,208297
15758,3895,15758,5,43653
15753,1312,15753,0,400127
15753,1878,15753,94,10593
15740,1461,15740,74,122305
15738,2949,15738,155,33
15725,1587,15725,14,41429
15722,1073,15722,166,601
15702,1788,15702,1453,1357520
15699,2964,15699,44,5106
15695,2260,15695,11,327340
15694,2603,15694,207,5790
15674,5979,15674,3348,103832
15671,919,15671,58,5789
15663,5498,15663,36,215
15655,2231,15655,1032,62537
15640,1351,15640,7,10110
15634,2485,15634,712,523506
15623,1569,15623,757,258433
15613,1728,15613,8,6719
15595,2099,15595,9,8584
15594,1459,15594,266,3562
15588,2416,15588,11,24
15585,3064,15585,364,20077
15585,1412,15585,733,7848
15573,1948,15573,295,1433
15566,646,15566,201,166125
15565,612,15565,128,107611
15563,1262,15563,17,38
15558,1037,15558,24,397
15549,2273,15549,23,9968
15512,2000,15512,117,8451
15504,3571,15504,221,34558
15502,17203,15502,0,291410
15491,3181,15491,53,25575
15487,3632,15487,11,48981
15485,1238,15485,18,34817
15476,2207,15476,1164,274588
15475,3714,15475,350,5905
15472,1658,15472,29,3621
15466,7086,15466,53,403
15459,2170,15459,8,83120
15458,1695,15458,27,4550
15458,595,15458,7,952
15445,1127,15445,800,227613
15444,1466,15444,32,7050
15438,2546,15438,2580,63043
15415,1917,15415,100,10789
15405,4426,15405,13,3628
15403,370,15403,71,533340
15401,2495,15401,24,1643
15399,2296,15399,146,9142
15396,3747,15396,383,650722
15376,1803,15376,52,1485
15375,4891,15375,234,4437204
15375,3655,15375,14,38339
15374,1066,15374,9,1037
15364,1986,15364,218,72565
15363,3724,15363,462,83720
15346,3372,15346,142,5191
15346,756,15346,184,912074
15339,1121,15339,47,923
15324,1282,15324,41,58320
15322,660,15322,248,422029
15318,1106,15318,22,2133
15314,2214,15314,791,86905
15308,1429,15308,83,269
15303,1572,15303,283,5927
15288,922,15288,64,10074
15270,4735,15270,25,10727
15267,787,15267,2006,7682
15261,1871,15261,5688,20915
15251,6785,15251,10,151419
15251,1345,15251,11,672
15250,1171,15250,22,42196
15249,576,15249,178,2329
15243,1160,15243,103,170
15238,1477,15238,79,2582
15225,1607,15225,210,664
15212,1925,15212,5,292092
15200,1490,15200,101,5840
15194,1277,15194,619,58788
15182,7093,15182,73,750114
15178,4859,15178,67,34384
15172,32360,15172,635,272778
15168,4344,15168,1261,31832
15165,6249,15165,7,702
15150,1077,15150,465,59270
15149,8714,15149,2219,245917
15147,896,15147,91,5490
15145,3149,15145,373,7592
15127,700,15127,212,798
15106,2184,15106,3,2245
15090,2977,15090,1216,52500
15089,458,15089,338,17178
15078,3015,15078,273,33177
15075,1406,15075,15,634
15070,3206,15070,71,18655
15062,13387,15062,333,227958
15052,1023,15052,364,61294
15051,1775,15051,276,28455
15048,1421,15048,2171,124748
15045,2238,15045,661,52420
15043,3007,15043,480,140125
15043,1969,15043,153,201115
15042,2353,15042,55,59677
15042,3503,15042,426,215881
15038,1942,15038,7,4768
15036,3202,15036,0,947
15030,2372,15030,9,36190
15027,794,15027,536,32865
15019,1467,15019,169,17107
15000,3727,15000,287,20761
14996,7825,14996,423,141135
14995,607,14995,97,1993
14993,462,14993,272,2403
14991,2663,14991,590,4578
14990,4020,14990,70,8242
14987,4587,14987,186,387214
14973,774,14973,41,81936
14970,900,14970,35,4428
14963,1264,14963,282,180764
14961,4308,14961,96,630
14955,1236,14955,117,1428
14954,1689,14954,325,21612
14953,3703,14953,329,38233
14949,4705,14949,5,360
14943,4064,14943,1177,940815
14936,650,14936,12,11606
14923,1201,14923,0,1190
14914,1312,14914,662,74747
14911,415,14911,279,131924
14902,5571,14902,71,39659763
14898,2046,14898,115,1577
14894,241,14894,123,1366569
14893,18320,14893,710,219540
14891,1169,14891,25,4399
14869,1576,14869,30,1497
14837,801,14837,40,49859
14832,965,14832,5,51
14831,3203,14831,1001,207101
14830,1301,14830,124,1325
14827,2336,14827,71,3864
14813,1158,14813,17,472
14811,1320,14811,66,396840
14810,3524,14810,383,30513
14808,2581,14808,34,9520
14802,1618,14802,193,20146
14795,3973,14795,95,1327267
14792,724,14792,1,12114
