stars,forks,watchers,open_issues,size
5269,617,5269,48,51703
5268,247,5268,29,310
5268,614,5268,1,57123
5268,869,5268,156,21847
5267,564,5267,331,26990
5266,2167,5266,44,21029
5264,1195,5264,31,59
5264,590,5264,52,4401
5263,506,5263,95,3279
5263,1356,5263,64,51657
5263,873,5263,68,7411
5262,1002,5262,701,303548
5262,883,5262,192,9053
5261,1372,5261,10,32747
5260,1026,5260,135,1253
5259,2053,5259,462,1542
5259,1087,5259,52,149090
5259,420,5259,2,275
5259,544,5259,569,78247
5259,425,5259,33,6906
5258,288,5258,54,12315
5257,274,5257,234,27234
5255,703,5255,380,27894
5255,780,5255,7,1504
5255,1380,5255,843,195541
5255,1506,5255,707,9493
5253,215,5253,31,28843
5252,502,5252,86,23557
5252,184,5252,1,345
5251,723,5251,5,2302
7000,647,7000,17,1712
6999,1083,6999,21,17113
6998,1670,6998,13,1822
6997,2716,6997,101,22502
6997,184,6997,261,67199
6996,560,6996,154,22183
6995,1051,6995,2,7410
6994,1063,6994,21,115
6994,108,6994,29,376
6993,1015,6993,20,107768
6991,246,6991,279,13738
6991,2005,6991,68,197349
6991,367,6991,1,12
6990,501,6990,73,30614
6989,80,6989,25,1410
6989,404,6989,27,1599
6988,366,6988,4,115
6986,889,6986,211,32093
6986,1206,6986,252,3876
6985,1154,6985,10,451
6982,505,6982,14,200
6979,2036,6979,662,137240
6977,1443,6977,5,88268
6976,578,6976,64,203
6975,280,6975,202,343941
6975,1863,6975,115,306781
6973,413,6973,6,2360
6972,333,6972,121,8808
6972,484,6972,10,12303
6972,875,6972,236,22964
6969,1465,6969,158,205
6968,1199,6968,1,113
6967,775,6967,9,9526
6966,1222,6966,157,126901
6965,586,6965,9,2639
6965,1161,6965,249,167506
6963,1083,6963,129,2169
6961,1255,6961,327,1505
6960,1016,6960,26,10975
6960,3492,6960,1,10178926
6959,556,6959,115,50570
6959,610,6959,278,5004
6958,338,6958,54,59
6958,1263,6958,72,137
6956,2261,6956,36,87503
6956,937,6956,165,54888
6955,1177,6955,106,8375
6954,1420,6954,0,10810
6954,617,6954,410,11083
6953,468,6953,31,635
6952,422,6952,210,8184
6950,425,6950,16,6118
6949,756,6949,12,23344
6949,807,6949,52,900
6949,1626,6949,243,15890
6948,316,6948,41,1369
6947,350,6947,12,261566
6947,2479,6947,43,216704
6945,1928,6945,638,74733
6945,829,6945,341,8868
6943,205,6943,26,13981
6943,1643,6943,97,13759
6943,265,6943,419,7282
6942,582,6942,23,445
6940,310,6940,71,5379
6938,2959,6938,98,479
6937,505,6937,55,3137
6936,592,6936,2,1910
6936,1727,6936,92,385916
6935,953,6935,230,101189
6934,831,6934,29,16637
6933,2567,6933,27,110866
6933,2804,6933,36,2914
6933,581,6933,10,35949
6932,1265,6932,1,14145
6932,682,6932,143,8097
6932,1238,6932,182,2810
6931,352,6931,175,2181
6930,1116,6930,0,12168
6930,3129,6930,874,175358
6929,1873,6929,43,969317
6929,1393,6929,2,309
6928,810,6928,88,2958
6924,685,6924,506,38553
6922,431,6922,0,246
6922,1720,6922,203,160158
6922,1710,6922,53,97986
6921,2598,6921,12,2182
6920,482,6920,29,786
6920,423,6920,70,6688
6920,639,6920,184,302
6919,648,6919,86,1223
6919,862,6919,23,24979
6918,1280,6918,91,5860
6917,773,6917,98,283
6917,1441,6917,2,2936
6914,141,6914,0,4326
6911,3339,6911,31,551
6910,2606,6910,32,2765166
6910,2907,6910,67,3841
6909,2843,6909,1,103950
6903,408,6903,17,48859
6902,1699,6902,33,1797
6900,4203,6900,1062,7202
6899,547,6899,19,1222
6898,810,6898,35,24448
6897,811,6897,206,16475
6896,698,6896,162,4066
6895,42,6895,15,422
6893,787,6893,107,4038
6892,408,6892,33,1604
6890,3951,6890,4278,459539
6888,3474,6888,38,195626
6886,838,6886,894,179327
6885,817,6885,0,2300
6884,686,6884,1,167
6883,393,6883,6,4218
6882,2433,6882,372,2507
6882,2252,6882,437,1997
6881,615,6881,6,1880
6880,2101,6880,60,48573
6880,2553,6880,261,391634
6880,337,6880,281,45222
6879,851,6879,48,40981
6879,855,6879,2096,26026
6879,1007,6879,264,48693
6877,2418,6877,217,17152
6876,1801,6876,17,555
6875,2306,6875,166,7658
6875,1912,6875,437,6412
6874,696,6874,377,62291
6873,582,6873,142,3504
6872,1810,6872,3,4527
6872,1252,6872,227,20909
6871,734,6871,49,1918
6871,612,6871,45,11601
6868,1352,6868,117,7467
6867,1377,6867,59,460126
6867,755,6867,200,84267
6865,1523,6865,307,8845
6861,552,6861,26,5154
6860,3457,6860,191,199641
6858,1067,6858,33,1637
6858,1164,6858,882,191084
6857,170,6857,75,63985
6857,603,6857,228,40861
6857,2105,6857,90,7683
6856,868,6856,227,21774
6854,2162,6854,214,17485
6854,1740,6854,58,12750
6852,780,6852,211,3599
6849,625,6849,70,498
6849,499,6849,42,12766
6849,1307,6849,316,3989
6846,419,6846,55,53970
6845,413,6845,6,1118
6844,459,6844,546,36883
6843,2187,6843,64,38883
6841,1859,6841,54,28796
6841,474,6841,20,4007
6840,733,6840,196,11032
6837,1385,6837,55,1082
6836,1085,6836,104,15491
6836,903,6836,73,240
6833,195,6833,348,28823
6832,1335,6832,0,2746
6832,4696,6832,64,132624
6829,2806,6829,32,241207
6828,1745,6828,250,1814
6827,3801,6827,12,23915
6825,2190,6825,141,5219
6825,453,6825,1343,57497
6825,1557,6825,639,459581
6825,4561,6825,46,129345
6825,687,6825,24,76524
6824,706,6824,17,164
6823,230,6823,5,60
6823,302,6823,38,6191
6822,624,6822,358,5519
6822,629,6822,160,7165
6822,871,6822,598,27154
6822,453,6822,62,1477
6821,728,6821,36,18748
6820,1527,6820,33,5100240
6820,766,6820,56,5134
6818,275,6818,28,21631
6818,404,6818,102,1582
6817,489,6817,5,6221
6817,1214,6817,399,125214
6816,452,6816,148,273296
6816,1135,6816,0,3128
6815,4725,6815,405,266807
6813,952,6813,130,900
6811,1252,6811,6,183960
6810,1034,6810,9,168228
6809,1587,6809,92,224617
6809,1443,6809,14,31306
6809,978,6809,110,2740
6808,618,6808,25,19970
6808,1874,6808,5,14858
6807,58,6807,16,50127
6807,2580,6807,1815,485043
6804,5358,6804,325,712810
6802,984,6802,91,42806
6801,401,6801,219,9055
6800,967,6800,73,361733
6800,764,6800,172,38755
6795,228,6795,15,259
6795,2559,6795,225,1859
6795,209,6795,3,43712
6793,230,6793,101,2051
6790,905,6790,162,2105
6789,1494,6789,389,3498
6788,139,6788,46,423
6788,1044,6788,307,18758
6787,562,6787,213,120931
6787,293,6787,11,26268
6787,1724,6787,173,1889
6786,1426,6786,29,175
6786,1065,6786,262,7466
6785,887,6785,142,37521
6785,2032,6785,473,6502
6784,352,6784,49,87497
6782,2967,6782,869,470909
6781,187,6781,61,13698
6780,321,6780,59,1035
6780,1174,6780,12,215
6780,1212,6780,16,19039
6778,217,6778,75,26618
6778,1400,6778,192,2930
6774,795,6774,142,60059
6774,1453,6774,158,56475
6774,135,6774,73,23
6773,327,6773,108,266459
6773,187,6773,38,110
6772,1038,6772,409,84644
6771,2393,6771,34,2453
6768,1197,6768,459,15345
6766,738,6766,11,80786
6760,369,6760,146,19844
6759,855,6759,102,23654
6759,1368,6759,5,97993
6759,1047,6759,30,5388
6758,1286,6758,77,3373
6756,481,6756,7,446
6755,1852,6755,351,4043
6753,947,6753,657,34535
6749,1307,6749,69,570383
6749,574,6749,0,350
6747,685,6747,53,5613
6747,856,6747,29,5249
6747,393,6747,24,1768
6744,1026,6744,316,56763
6743,679,6743,43,719
6742,1018,6742,392,5968
6741,1213,6741,9,1166
6741,541,6741,100,18744
6739,1297,6739,21,4434
6739,1715,6739,161,80203
6737,1476,6737,21,58
6734,208,6734,14,1264
6732,2156,6732,52,758
6732,1332,6732,170,23166
6730,927,6730,1086,92901
6730,2178,6730,72,112849
6728,875,6728,9,15278
6727,1964,6727,122,5210
6721,1754,6721,559,1569585
6720,1538,6720,378,120604
6720,565,6720,56,35195
6720,386,6720,181,94333
6719,1069,6719,51,6828
6719,1507,6719,124,38214
6717,594,6717,218,42466
6712,1581,6712,506,1810546
6712,1030,6712,38,425
6711,4295,6711,30,186384
6711,311,6711,198,108435
6707,4562,6707,16,158757
6705,357,6705,44,41088
6705,1092,6705,82,1942476
6703,273,6703,43,52961
6702,3011,6702,268,95673
6702,2590,6702,1099,13335
6700,627,6700,204,11503
6700,287,6700,205,6905
6699,432,6699,21,937
6697,560,6697,218,411879
6697,245,6697,16,139
6696,378,6696,132,31612
6693,951,6693,49,90045
6692,776,6692,16,22609
6691,390,6691,47,11550
6689,2030,6689,541,2514
6684,1666,6684,216,17187
6683,781,6683,30,1102
6681,1924,6681,132,7466
6681,616,6681,135,51793
6678,640,6678,273,7076
6677,473,6677,57,65109
6676,1489,6676,51,94030
6673,600,6673,189,128967
6672,383,6672,133,160118
6670,998,6670,189,22043
6669,230,6669,19,224
6668,313,6668,6,4315
6668,664,6668,7,767
6668,263,6668,9,1580
6663,853,6663,101,74098
6663,855,6663,132,2248152
6661,1434,6661,3,543718
6660,1634,6660,129,93424
6658,579,6658,160,19949
6658,376,6658,80,2181
6658,699,6658,50,3763
6657,733,6657,95,38316
6655,1382,6655,7,42304
6654,1511,6654,333,7190
6654,1349,6654,197,433200
6652,855,6652,80,83970
6650,1001,6650,6,9510
6649,841,6649,174,7577
6649,511,6649,129,672833
6647,288,6647,22,9389
6647,236,6647,31,14342
6645,1717,6645,3,499
6643,2254,6643,7,43140
6642,1050,6642,43,7307
6642,656,6642,134,21531
6642,2726,6642,20,16502
6641,268,6641,13,252
6639,3239,6639,74,614742
6639,505,6639,167,5580
6637,787,6637,22,8629
6637,642,6637,33,13436
6636,1099,6636,85,3232
6635,608,6635,485,180891
6635,231,6635,39,14338
6635,1036,6635,131,49831
6635,732,6635,302,184936
6634,3420,6634,47,405
6628,627,6628,131,3654
6628,714,6628,0,32484
6627,790,6627,111,169
6627,534,6627,3,36034
6624,602,6624,1,136
6624,355,6624,119,102366
6620,99,6620,25,4851
6619,408,6619,33,29655
6618,547,6618,255,59062
6620,773,6620,307,4278
6615,1784,6615,97,7974
6614,608,6614,154,8415
6612,1046,6612,0,90166
6612,752,6612,24,19297
6610,5186,6610,96,657253
6610,2344,6610,97,286119
6609,256,6609,425,84450
6609,1848,6609,2,143
6609,973,6609,145,1350550
6609,2015,6609,241,1688
6608,2912,6608,11,11695
6607,1126,6607,3,5369
6607,1926,6607,466,733499
6606,1540,6606,9,966
6606,683,6606,1,9356
6605,1691,6605,186,1375
6604,623,6604,444,94862
6604,1314,6604,0,131769
6602,1820,6602,27,104
6602,511,6602,36,15608
6600,1108,6600,173,1648
6598,1057,6598,102,528
6596,2679,6596,8,1574
6594,32,6594,5,63467
6593,246,6593,82,18679
6592,509,6592,249,16951
6592,577,6592,25,15236
6592,580,6592,51,2892
6589,1995,6589,4,1461
6588,1005,6588,1534,159498
6587,488,6587,6,9488
6587,3334,6587,695,1615229
6586,1024,6586,136,1108
6585,521,6585,19,4213
6583,1536,6583,177,7255
6583,1045,6583,22,1602
6582,557,6582,54,29754
6581,1075,6581,5,5937
6580,1575,6580,27,14430
6578,518,6578,42,9536
6578,2020,6578,1071,18994
6577,348,6577,68,9053
6577,534,6577,249,348677
6576,2153,6576,1406,208359
6576,342,6576,11,292
6576,2725,6576,187,14864
6574,584,6574,64,1519
6572,986,6572,314,56360
6572,1462,6572,3,388636
6572,9143,6572,3,1063058
6571,2722,6571,122,336
6570,661,6570,155,61755
6568,2471,6568,102,3394
6566,478,6566,402,43240
6565,161,6565,16,106
6564,475,6564,7,9420
6563,2107,6563,263,59074
6563,1587,6563,1150,329341
6562,635,6562,8,791
6561,297,6561,75,92
6559,463,6559,274,26011
6559,628,6559,162,5926
6558,1941,6558,0,197264
6558,328,6558,58,586
6557,566,6557,9,652
6556,77,6556,9,59
6556,341,6556,43,562
6555,689,6555,91,20277
6552,169,6552,25,14107
6550,2027,6550,12,10345
6549,1270,6549,150,12288
6549,450,6549,18,318259
6549,2439,6549,4,14045
6548,33,6548,3,40748
6548,1958,6548,17,174407
6547,514,6547,278,5509
6547,554,6547,282,8707
6545,338,6545,112,3099
6544,797,6544,54,114269
6542,4402,6542,125,44181
6542,876,6542,11,3896
6542,950,6542,21,4678324
6541,612,6541,331,18479
6540,714,6540,20,309290
6540,1157,6540,5,286
6538,516,6538,9,5904
6538,358,6538,106,9451
6537,562,6537,55,4359
6537,436,6537,58,84294
6537,983,6537,207,2244
6536,553,6536,65,41384
6535,213,6535,27,56428
6533,503,6533,48,3446
6530,1112,6530,12,15425
6530,1018,6530,55,1077
6530,1051,6530,298,6355
6529,520,6529,65,2025
6526,541,6526,78,289
6526,1455,6526,124,7474
6525,535,6525,36,4301
6524,581,6524,77,6639
6522,100,6522,31,59
6521,514,6521,81,111
6518,1670,6518,155,69620
6518,1089,6518,235,8121
6516,1275,6516,81,67516
6515,19860,6515,8,7982
6514,226,6514,84,6134
6511,1310,6511,31,14923
6509,369,6509,312,37720
6509,810,6509,22,60070
6509,1097,6509,98,133262
6509,634,6509,52,122455
6506,12499,6506,1572,214497
6504,832,6504,24,57535
6504,247,6504,74,5086
6503,1094,6503,716,57922
6502,1453,6502,172,425
6500,771,6500,2,3859
6500,243,6500,300,1339
6499,511,6499,46,54101
6499,960,6499,294,41018
6499,327,6499,5,4010
6498,718,6498,123,5985
6498,784,6498,45,80031
6498,1148,6498,270,9947
6497,1090,6497,139,381
6496,381,6496,33,762
6496,57,6496,0,22010
6495,1930,6495,4,33307
6495,316,6495,0,759
6494,516,6494,81,2510
6494,527,6494,12,453
6494,1512,6494,44,539135
6493,1785,6493,134,772
6492,2160,6492,202,5951
6491,1566,6491,12,75
6488,4797,6488,1209,195400
6488,1554,6488,76,302882
6488,5,6488,0,70152
6485,815,6485,50,977
6483,1379,6483,184,2093
6483,235,6483,752,58714
6482,1358,6482,131,18575
6482,387,6482,62,2504
6481,400,6481,2,77
6481,548,6481,85,2555
6480,565,6480,91,15341
6480,215,6480,30,4799
6480,492,6480,25,8657
6479,960,6479,95,4868
6477,1184,6477,164,3762
6476,2329,6476,1134,16004
6474,1751,6474,620,10256
6473,3485,6473,36,17585
6472,777,6472,1450,129634
6472,626,6472,24,366
6471,1973,6471,5,254
6471,1209,6471,57,26630
6471,2012,6471,41,309
6470,1445,6470,48,22018
6469,86,6469,0,2444
6468,373,6468,56,681
6468,297,6468,132,3310
6467,2488,6467,114,14934
6466,1668,6466,124,653
6465,389,6465,74,28794
6464,230,6464,126,94640
6463,667,6463,520,28409
6463,379,6463,1,11954
6462,1192,6462,64,59749
6461,1321,6461,3,45384
6459,747,6459,26,2496
6458,1622,6458,17,96419
6457,954,6457,108,521
6457,1764,6457,248,86218
6456,781,6456,2,508320
6454,728,6454,394,119308
6454,4106,6454,63,206436
6453,1072,6453,50,1472
6453,2340,6453,312,219483
6451,177,6451,26,3162
6451,1097,6451,217,241927
6451,840,6451,235,8392
6450,1264,6450,99,28220
6446,1590,6446,20,3116
6445,161,6445,64,10003
6444,681,6444,331,75151
6443,1678,6443,12,45118
6442,367,6442,162,15930
6442,2053,6442,36,67878
6441,339,6441,90,10955
6440,879,6440,343,5450
6440,843,6440,9,54
6439,891,6439,43,735
6439,680,6439,456,33549
6438,1349,6438,16,50830
6437,1088,6437,54,40312
6437,527,6437,8,89640
6436,899,6436,10,204
6433,11429,6433,218,586
6430,1053,6430,11,25983
6429,301,6429,96,805
6427,689,6427,17,3048
6427,916,6427,55,2582
6426,746,6426,139,24387
6426,659,6426,616,133391
6426,1512,6426,144,401513
6423,1574,6423,19,1363
6421,2783,6421,212,156383
6421,2639,6421,63,258
6420,690,6420,31,32286
6420,1166,6420,0,30040
6419,792,6419,17,23702
6418,1868,6418,23,33557
6417,2402,6417,1105,53953
6416,1920,6416,445,210343
6414,143,6414,183,22076
6412,1538,6412,479,1746
6411,2175,6411,50,193282
6411,1120,6411,43,108046
6411,975,6411,304,12670
6411,451,6411,157,6485
6410,1026,6410,20,40685
6409,1393,6409,2,672
6409,675,6409,70,2958
6406,2433,6406,48,45976
6406,1556,6406,4,233354
6403,1786,6403,2,3576
6401,6472,6401,0,73
6399,925,6399,1,21477
6398,938,6398,350,163933
6396,273,6396,226,2963
6396,806,6396,210,48523
6395,367,6395,89,11965
6395,355,6395,120,3238
6395,1621,6395,30,16156
6392,250,6392,44,230195
6392,7298,6392,13,844
6391,306,6391,62,37149
6390,1640,6390,47,480
6390,1438,6390,180,75317
6390,958,6390,201,2797
6390,481,6390,61,43
6388,1832,6388,18,4489
6386,1173,6386,336,2790
6386,20,6386,2,61456
6386,3503,6386,320,1970032
6386,1583,6386,56,17384
6385,1263,6385,0,8746
6385,1791,6385,509,10877
6385,2897,6385,1042,54972
6385,174,6385,79,38210
6383,595,6383,55,2480
6383,551,6383,138,3138
6382,12,6382,5,30
6381,653,6381,7,726597
6378,175,6378,18,140
6378,1488,6378,156,606
6376,1410,6376,15,6636
6376,304,6376,29,39799
6375,891,6375,454,19390
6374,1946,6374,99,2526
6373,452,6373,21,240
6373,376,6373,1,9750
6373,1350,6373,224,14871
6372,1441,6372,362,52236
6372,515,6372,229,8124
6371,31,6371,1,11280
6371,1547,6371,494,1647982
6371,1700,6371,6,15221
6368,1126,6368,241,6468
6368,1182,6368,211,4033
6366,596,6366,520,63454
6366,18045,6366,5,26975
6365,1059,6365,19,708
6364,17,6364,0,65273
6361,1205,6361,169,3056
6359,1235,6359,65,22417
6357,826,6357,145,8448
6357,2302,6357,237,61912
6356,1191,6356,42,12325
6356,988,6356,301,168499
6356,423,6356,136,106704
6355,373,6355,5,13070
6355,1454,6355,80,230
6353,1923,6353,76,9038
6348,765,6348,116,3775
6348,159,6348,187,13141
6346,884,6346,12,220982
6346,172,6346,226,2426
6344,837,6344,260,25463
6339,2572,6339,9,5753
6336,976,6336,130,734825
6335,1206,6335,72,14431
6335,982,6335,58,43509
6333,400,6333,320,78287
6331,666,6331,73,249
6328,1062,6328,1025,38524
6327,131,6327,13,291
6327,1979,6327,178,42675
6326,775,6326,1,375
6324,589,6324,235,7283
6324,1275,6324,388,134693
6323,339,6323,25,1245
6322,864,6322,172,16125
6322,1582,6322,464,153078
6320,208,6320,286,36128
6320,6114,6320,104,215913
6318,799,6318,9,9080
6317,2037,6317,53,6736807
6317,558,6317,433,12785
6316,242909,6316,885,590
6315,1009,6315,359,1599
6315,2253,6315,27,166873
6315,723,6315,4,8421
6315,3580,6315,5,4822
6315,977,6315,54,10469
6314,998,6314,567,2311596
6313,392,6313,10,3865
6313,378,6313,16,10741
6312,1868,6312,38,31940
6311,1354,6311,5,813
6310,511,6310,13,477
6310,1133,6310,362,72483
6309,1745,6309,49,5122
6307,268,6307,52,12428
6307,880,6307,39,1336
6307,299,6307,15,205
6305,591,6305,9,2074
6304,679,6304,78,22982
6302,1060,6302,335,11832
6301,1076,6301,123,84830
6301,805,6301,245,648
6301,800,6301,16,38541
6299,241,6299,182,4411
6298,1120,6298,84,14344
6298,746,6298,13,76053
6297,441,6297,1,1629
6296,2070,6296,27,73021
6295,1285,6295,71,5383
6294,259,6294,49,3061
6293,1153,6293,11,6775
6290,701,6290,80,56385
6290,2334,6290,47,352501
6289,778,6289,47,1789
6288,3267,6288,46,115237
6287,918,6287,39,2862
6287,1061,6287,10,2228
6286,1965,6286,2749,620936
6283,693,6283,97,155739
6283,339,6283,26,276
6283,409,6283,21,11399
6274,965,6274,4,5629
6273,1851,6273,10,9093
6273,331,6273,150,2928
6271,687,6271,29,2838
6270,2998,6270,30,52736
6269,143,6269,8,621
6269,323,6269,23,9101
6269,220,6269,252,118
6268,1192,6268,32,6185
6267,763,6267,172,3871
6267,1580,6267,370,2103
6265,1337,6265,361,26035
6265,1108,6265,70,11072
6263,722,6263,646,20392
6261,1037,6261,89,675
6261,476,6261,30,42
6260,1640,6260,433,5258
6259,608,6259,7,9769
6258,2194,6258,52,136194
6257,2517,6257,82,195032
6257,1650,6257,3145,270213
6256,1592,6256,637,121487
6256,387,6256,90,2862
6255,177,6255,41,3573
6255,433,6255,254,50261
6255,554,6255,19,25486
6254,1260,6254,199,120135
6254,931,6254,91,792
6253,882,6253,1151,3490
6251,740,6251,73,5287
6250,2827,6250,859,194699
6249,605,6249,36,3560
6247,693,6247,0,5917
6246,592,6246,195,21124
6245,461,6245,287,91125
6245,9,6245,0,70161
6244,23,6244,0,30
6243,1200,6243,202,21655
6243,735,6243,45,20304
6243,306,6243,0,80
6242,154,6242,37,33918
6242,1504,6242,43,23567
6240,2334,6240,181,17001
6239,624,6239,37,372
6239,1029,6239,105,6476
6239,416,6239,125,1364
6238,728,6238,404,61672
6238,2017,6238,138,1866
6237,140,6237,22,13433
6237,512,6237,66,3202
6235,438,6235,0,1481376
6235,989,6235,17,4513
6234,1782,6234,0,1057
6234,437,6234,12,505
6233,203,6233,42,4676
6232,206,6232,90,252
6231,1976,6231,275,1262
6230,1113,6230,83,69346
6229,566,6229,65,46240
6229,1396,6229,12,462
6227,1881,6227,3339,210099
6226,690,6226,65,21046
6225,786,6225,18,281
6224,912,6224,14,800
6222,1448,6222,44,5560
6221,1346,6221,5,1855
6220,29,6220,2,19
6220,1139,6220,33,12783
6220,588,6220,70,41770
6219,3130,6219,41,139840
6217,315,6217,28,4196
6217,220,6217,60,51310
6217,946,6217,565,9626196
6214,1537,6214,143,838
6210,1207,6210,164,5299
6208,596,6208,374,27057
6207,1702,6207,110,1191
6206,341,6206,67,136
6206,342,6206,65,2179
6205,1429,6205,254,406
6205,743,6205,107,29398
6205,840,6205,390,386595
6203,283,6203,35,331
6202,843,6202,397,11029
6201,950,6201,366,52664
6199,750,6199,14,3024
6197,664,6197,4,858
6196,587,6196,40,31555
6196,839,6196,27,39724
6196,246,6196,172,4069
6195,522,6195,34,43171
6195,1197,6195,43,3023
6194,2235,6194,0,138
6194,1031,6194,44,47145
6194,1854,6194,416,8624
6194,1551,6194,80,821
6193,2448,6193,14,466
6193,724,6193,34,2151
6191,1485,6191,38,412
6190,454,6190,161,6005
6190,290,6190,52,48
6188,1061,6188,23,15581
6188,16473,6188,130,201379
6188,868,6188,36,645
6188,1708,6188,28,3218
6187,214,6187,20,4301
6187,1345,6187,227,57018
6185,748,6185,275,8445
6183,442,6183,404,49588
6181,394,6181,6,172
6179,738,6179,169,60856
6178,1062,6178,57,5835
6177,506,6177,63,4012
6175,178,6175,15,5699
6175,181,6175,42,9819
6174,916,6174,52,5417
6174,275,6174,12,2555
6174,163,6174,35,780
6173,550,6173,1,115379
6170,648,6170,472,23015
6170,839,6170,163,13399
6169,1089,6169,9,293
6168,2146,6168,10,7343
6168,2250,6168,613,63406
6168,523,6168,1,182
6167,718,6167,32,443758
6167,1565,6167,67,7158
6166,336,6166,16,304
6165,347,6165,232,967995
6161,670,6161,60,38488
6160,978,6160,90,6832
6158,1108,6158,23,29659
6158,971,6158,122,4387
6157,328,6157,25,6955
6157,403,6157,560,61799
6157,692,6157,54,46627
6156,271,6156,65,370413
6155,1214,6155,15,79979
6155,678,6155,132,2403
6155,2551,6155,181,111721
6155,1296,6155,15,17835
6154,740,6154,1,432
6153,233,6153,53,2422
6152,1179,6152,4,2882664
6152,899,6152,472,48984
6150,494,6150,352,23632
6150,416,6150,340,4429
6150,769,6150,23,4784
6148,526,6148,210,6853
6148,1077,6148,25,5660
6146,1497,6146,499,1973
6146,1351,6146,10,35616
6145,1355,6145,13,69639
6143,14,6143,2,57
6143,1762,6143,33,204863
6143,2095,6143,68,16537
6141,910,6141,540,922555
6141,607,6141,542,97246
6140,2237,6140,33,11545
6140,894,6140,67,48731
6139,1081,6139,10,699
6138,134,6138,42,1943
6138,336,6138,38,1492
6137,425,6137,166,1909096
6137,2222,6137,55,38
6137,2228,6137,17,82147
6136,766,6136,314,11829
6134,329,6134,426,161728
6134,1192,6134,8,13866
6133,190,6133,19,241
6133,1962,6133,56,2393
6132,1267,6132,254,10342
6132,1431,6132,117,2934
6130,665,6130,23,54
6130,1581,6130,639,6485
6129,548,6129,10,2119
6127,166,6127,47,9411
6126,337,6126,27,1633
6126,171,6126,8,9174
6126,811,6126,553,549376
6126,1058,6126,97,54130
6126,3114,6126,200,189306
6125,557,6125,6,2192
6124,398,6124,117,3754
6122,582,6122,76,59364
6122,1133,6122,171,4097
6121,301,6121,128,70141
6121,1060,6121,123,28243
6120,491,6120,840,75328
6119,388,6119,62,5771
6114,1059,6114,195,1260
6113,660,6113,52,11430
6112,424,6112,120,5630
6111,251,6111,29,717
6109,1314,6109,418,443
6108,1594,6108,90,18702
6107,449,6107,120,8047
6105,645,6105,35,91534
6105,456,6105,197,6238
6104,320,6104,59,1251
6103,1359,6103,42,97321
6102,254,6102,115,1583
6102,1930,6102,87,115952
6101,1170,6101,98,199568
6099,1425,6099,22,6669
6098,1106,6098,164,20217
6097,414,6097,56,1046
6095,2185,6095,24,283050
6094,495,6094,5,711929
6093,2104,6093,644,33769
6093,954,6093,41,38223
6091,285,6091,59,18385
6091,487,6091,50,12969
6089,599,6089,75,3301
6087,363,6087,27,2792
6086,2452,6086,29,19794
6084,1636,6084,670,108543
6082,2399,6082,15,212277
6082,261,6082,1,246
6081,453,6081,93,3639
6079,885,6079,3,380
6078,634,6078,40,23499
6077,150,6077,13,929
6077,628,6077,37,3627
6077,90,6077,44,139
6077,1778,6077,10,373
6075,892,6075,304,382446
6075,823,6075,4,21555
6074,1481,6074,22,1930
6071,885,6071,160,5406
6069,329,6069,28,176077
6067,2074,6067,1,245061
6066,755,6066,123,478
6066,1144,6066,710,45000
6066,1158,6066,387,69502
6065,1440,6065,182,1634
6064,369,6064,24,16605
6064,752,6064,69,54353
6063,538,6063,13,26446
6062,1227,6062,373,1325
6062,403,6062,77,40551
6062,877,6062,12,15708
6061,1401,6061,893,245823
6061,1400,6061,120,76340
6057,424,6057,11,105
6056,2,6056,0,70145
6056,330,6056,86,2259
6056,498,6056,28,25093
6056,185,6056,58,4973
6055,1144,6055,6,11803
6055,726,6055,2009,7971
6055,2752,6055,144,101214
6054,543,6054,339,19807
6052,349,6052,26,7833
6051,918,6051,340,21492
6049,494,6049,91,61890
6049,582,6049,16,48906
6047,1503,6047,931,424667
6047,601,6047,632,187744
6047,717,6047,138,317
6047,4764,6047,375,164571
6046,681,6046,336,5626
6046,5342,6046,105,10855
6044,427,6044,101,588
6044,366,6044,34,703
6044,1307,6044,10,6628
6043,3090,6043,3,75
6043,1162,6043,11,55942
6042,1761,6042,303,1743945
6042,2988,6042,81,868
6042,1415,6042,29,158
6042,832,6042,124,3693
6041,2094,6041,155,199624
6040,113,6040,0,5439
6039,772,6039,121,10967
6039,1631,6039,253,13896
6038,1188,6038,216,2898
6038,547,6038,12,139636
6037,1181,6037,189,2990
6036,778,6036,12,29089
6036,783,6036,69,8356
6036,424,6036,34,28934
6033,619,6033,78,1737
6032,218,6032,14,40083
6031,1353,6031,218,3901
6030,1212,6030,5,991
6029,299,6029,60,4151
6029,1095,6029,238,3976
6029,782,6029,195,37870
6029,682,6029,36,2501
6028,700,6028,145,6060
6028,1216,6028,9,13015
6027,667,6027,0,333
6026,1041,6026,2358,346443
6026,911,6026,111,36339
6026,496,6026,32,249937
367866,32275,367866,216,400103
281073,55461,281073,44,16888
265967,21409,265967,16732,188163
258454,67890,258454,55,20576
255993,25826,255993,67,1461
241523,27589,241523,174,4948
240775,33981,240775,421,1564114
221214,39218,221214,381,11187
208248,43498,208248,1275,324088
203843,33789,203843,637,31925
202719,19773,202719,287,970
175127,88403,175127,2143,983420
170656,27969,170656,311,13236
169551,23252,169551,352,6728
168290,32590,168290,132,12512
164558,50219,164558,182,116174
164027,78521,164027,414,231458
159349,25283,159349,617,10761
159189,40178,159189,176,13496
