name,full_name,stars,forks,watchers,commits,forks_url,watchers_url,created_at,open_issues,size,age,language_Astro,language_Blade,language_C,language_C#,language_C++,language_CSS,language_Dart,language_Elixir,language_Elm,language_Emacs Lisp,language_F#,language_GLSL,language_Go,language_HCL,language_HTML,language_Haskell,language_Java,language_JavaScript,language_Julia,language_Jupyter Notebook,language_Kotlin,language_Lua,language_MATLAB,language_Makefile,language_Markdown,language_Mermaid,language_Objective-C,language_PHP,language_PLpgSQL,language_Perl,language_Pug,language_PureScript,language_Python,language_R,language_Roff,language_Ruby,language_Rust,language_SCSS,language_Scala,language_ShaderLab,language_Shell,language_Solidity,language_Svelte,language_Swift,language_TeX,language_TypeScript,language_VHDL,language_Vim Script,language_Vim script,language_VimL,language_Vue,language_YARA
esp-open-sdk,pfalcon/esp-open-sdk,1939,615,1939,https://api.github.com/repos/pfalcon/esp-open-sdk/commits{/sha},https://api.github.com/repos/pfalcon/esp-open-sdk/forks,https://api.github.com/repos/pfalcon/esp-open-sdk/subscribers,2014-11-15 21:49:29+00:00,137,342,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
youtube-upload,tokland/youtube-upload,1939,465,1939,https://api.github.com/repos/tokland/youtube-upload/commits{/sha},https://api.github.com/repos/tokland/youtube-upload/forks,https://api.github.com/repos/tokland/youtube-upload/subscribers,2015-01-09 11:18:49+00:00,100,221,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpringView,liaoinstan/SpringView,1939,359,1939,https://api.github.com/repos/liaoinstan/SpringView/commits{/sha},https://api.github.com/repos/liaoinstan/SpringView/forks,https://api.github.com/repos/liaoinstan/SpringView/subscribers,2016-03-28 09:07:07+00:00,80,30048,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dapptools,dapphub/dapptools,1939,327,1939,https://api.github.com/repos/dapphub/dapptools/commits{/sha},https://api.github.com/repos/dapphub/dapptools/forks,https://api.github.com/repos/dapphub/dapptools/subscribers,2018-06-12 12:34:20+00:00,168,8840,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realworld,sveltejs/realworld,1939,325,1939,https://api.github.com/repos/sveltejs/realworld/commits{/sha},https://api.github.com/repos/sveltejs/realworld/forks,https://api.github.com/repos/sveltejs/realworld/subscribers,2017-12-24 01:28:21+00:00,4,845,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
f3,AltraMayor/f3,1939,124,1939,https://api.github.com/repos/AltraMayor/f3/commits{/sha},https://api.github.com/repos/AltraMayor/f3/forks,https://api.github.com/repos/AltraMayor/f3/subscribers,2011-12-14 23:45:30+00:00,53,463,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perf-book,nnethercote/perf-book,1938,81,1938,https://api.github.com/repos/nnethercote/perf-book/commits{/sha},https://api.github.com/repos/nnethercote/perf-book/forks,https://api.github.com/repos/nnethercote/perf-book/subscribers,2020-11-17 01:28:44+00:00,4,2996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vue2Leaflet,vue-leaflet/Vue2Leaflet,1938,381,1938,https://api.github.com/repos/vue-leaflet/Vue2Leaflet/commits{/sha},https://api.github.com/repos/vue-leaflet/Vue2Leaflet/forks,https://api.github.com/repos/vue-leaflet/Vue2Leaflet/subscribers,2016-10-04 20:47:13+00:00,44,11055,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flare-ida,mandiant/flare-ida,1938,471,1938,https://api.github.com/repos/mandiant/flare-ida/commits{/sha},https://api.github.com/repos/mandiant/flare-ida/forks,https://api.github.com/repos/mandiant/flare-ida/subscribers,2014-07-30 18:42:23+00:00,25,91119,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opentx,opentx/opentx,1938,777,1938,https://api.github.com/repos/opentx/opentx/commits{/sha},https://api.github.com/repos/opentx/opentx/forks,https://api.github.com/repos/opentx/opentx/subscribers,2013-11-29 07:02:56+00:00,277,228261,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrustc,thepowersgang/mrustc,1938,96,1938,https://api.github.com/repos/thepowersgang/mrustc/commits{/sha},https://api.github.com/repos/thepowersgang/mrustc/forks,https://api.github.com/repos/thepowersgang/mrustc/subscribers,2014-11-28 13:47:44+00:00,27,15674,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go-whatsapp,Rhymen/go-whatsapp,1938,487,1938,https://api.github.com/repos/Rhymen/go-whatsapp/commits{/sha},https://api.github.com/repos/Rhymen/go-whatsapp/forks,https://api.github.com/repos/Rhymen/go-whatsapp/subscribers,2018-04-10 14:54:55+00:00,165,582,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angular-example-app,Ismaestro/angular-example-app,1938,1174,1938,https://api.github.com/repos/Ismaestro/angular-example-app/commits{/sha},https://api.github.com/repos/Ismaestro/angular-example-app/forks,https://api.github.com/repos/Ismaestro/angular-example-app/subscribers,2016-11-22 17:10:18+00:00,1,16276,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chrome-music-lab,googlecreativelab/chrome-music-lab,1938,471,1938,https://api.github.com/repos/googlecreativelab/chrome-music-lab/commits{/sha},https://api.github.com/repos/googlecreativelab/chrome-music-lab/forks,https://api.github.com/repos/googlecreativelab/chrome-music-lab/subscribers,2016-02-29 19:24:00+00:00,45,16309,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UniversalAdbDriver,koush/UniversalAdbDriver,1938,481,1938,https://api.github.com/repos/koush/UniversalAdbDriver/commits{/sha},https://api.github.com/repos/koush/UniversalAdbDriver/forks,https://api.github.com/repos/koush/UniversalAdbDriver/subscribers,2013-04-07 22:20:54+00:00,31,16383,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_for_papers,jbmouret/matplotlib_for_papers,1938,287,1938,https://api.github.com/repos/jbmouret/matplotlib_for_papers/commits{/sha},https://api.github.com/repos/jbmouret/matplotlib_for_papers/forks,https://api.github.com/repos/jbmouret/matplotlib_for_papers/subscribers,2014-08-02 19:42:48+00:00,1,8104,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
famous-angular,Famous/famous-angular,1938,282,1938,https://api.github.com/repos/Famous/famous-angular/commits{/sha},https://api.github.com/repos/Famous/famous-angular/forks,https://api.github.com/repos/Famous/famous-angular/subscribers,2014-03-24 21:59:19+00:00,37,17511,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CircularImageView,lopspower/CircularImageView,1938,418,1938,https://api.github.com/repos/lopspower/CircularImageView/commits{/sha},https://api.github.com/repos/lopspower/CircularImageView/forks,https://api.github.com/repos/lopspower/CircularImageView/subscribers,2013-07-16 08:32:48+00:00,13,5132,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python-for-coding-test,ndb796/python-for-coding-test,1938,776,1938,https://api.github.com/repos/ndb796/python-for-coding-test/commits{/sha},https://api.github.com/repos/ndb796/python-for-coding-test/forks,https://api.github.com/repos/ndb796/python-for-coding-test/subscribers,2020-04-15 21:07:29+00:00,126,741,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
startbootstrap-simple-sidebar,StartBootstrap/startbootstrap-simple-sidebar,1938,1437,1938,https://api.github.com/repos/StartBootstrap/startbootstrap-simple-sidebar/commits{/sha},https://api.github.com/repos/StartBootstrap/startbootstrap-simple-sidebar/forks,https://api.github.com/repos/StartBootstrap/startbootstrap-simple-sidebar/subscribers,2014-10-25 00:37:48+00:00,8,3508,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pusher-js,pusher/pusher-js,1937,366,1937,https://api.github.com/repos/pusher/pusher-js/commits{/sha},https://api.github.com/repos/pusher/pusher-js/forks,https://api.github.com/repos/pusher/pusher-js/subscribers,2010-04-19 15:04:12+00:00,17,12874,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noticed,excid3/noticed,1937,117,1937,https://api.github.com/repos/excid3/noticed/commits{/sha},https://api.github.com/repos/excid3/noticed/forks,https://api.github.com/repos/excid3/noticed/subscribers,2020-07-27 21:39:18+00:00,47,1103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gremlin,tinkerpop/gremlin,1937,237,1937,https://api.github.com/repos/tinkerpop/gremlin/commits{/sha},https://api.github.com/repos/tinkerpop/gremlin/forks,https://api.github.com/repos/tinkerpop/gremlin/subscribers,2009-11-20 05:35:34+00:00,21,13304,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-learn-gamedev,notpresident35/awesome-learn-gamedev,1937,61,1937,https://api.github.com/repos/notpresident35/awesome-learn-gamedev/commits{/sha},https://api.github.com/repos/notpresident35/awesome-learn-gamedev/forks,https://api.github.com/repos/notpresident35/awesome-learn-gamedev/subscribers,2022-08-14 06:50:18+00:00,2,2968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarvestText,blmoistawinde/HarvestText,1937,307,1937,https://api.github.com/repos/blmoistawinde/HarvestText/commits{/sha},https://api.github.com/repos/blmoistawinde/HarvestText/forks,https://api.github.com/repos/blmoistawinde/HarvestText/subscribers,2018-11-19 07:44:45+00:00,14,4449,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DragGAN,JiauZhang/DragGAN,1937,257,1937,https://api.github.com/repos/JiauZhang/DragGAN/commits{/sha},https://api.github.com/repos/JiauZhang/DragGAN/forks,https://api.github.com/repos/JiauZhang/DragGAN/subscribers,2023-05-20 01:02:28+00:00,5,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTStatusBarOverlay,myell0w/MTStatusBarOverlay,1936,332,1936,https://api.github.com/repos/myell0w/MTStatusBarOverlay/commits{/sha},https://api.github.com/repos/myell0w/MTStatusBarOverlay/forks,https://api.github.com/repos/myell0w/MTStatusBarOverlay/subscribers,2010-12-10 23:43:10+00:00,37,851,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NullSafe,nicklockwood/NullSafe,1936,367,1936,https://api.github.com/repos/nicklockwood/NullSafe/commits{/sha},https://api.github.com/repos/nicklockwood/NullSafe/forks,https://api.github.com/repos/nicklockwood/NullSafe/subscribers,2012-12-19 10:08:40+00:00,6,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terraform-aws-eks-blueprints,aws-ia/terraform-aws-eks-blueprints,1936,1120,1936,https://api.github.com/repos/aws-ia/terraform-aws-eks-blueprints/commits{/sha},https://api.github.com/repos/aws-ia/terraform-aws-eks-blueprints/forks,https://api.github.com/repos/aws-ia/terraform-aws-eks-blueprints/subscribers,2021-04-06 23:59:58+00:00,34,26005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenTabletDriver,OpenTabletDriver/OpenTabletDriver,1936,253,1936,https://api.github.com/repos/OpenTabletDriver/OpenTabletDriver/commits{/sha},https://api.github.com/repos/OpenTabletDriver/OpenTabletDriver/forks,https://api.github.com/repos/OpenTabletDriver/OpenTabletDriver/subscribers,2019-09-30 02:58:36+00:00,259,4982,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expvarmon,divan/expvarmon,1936,105,1936,https://api.github.com/repos/divan/expvarmon/commits{/sha},https://api.github.com/repos/divan/expvarmon/forks,https://api.github.com/repos/divan/expvarmon/subscribers,2015-05-01 17:28:29+00:00,16,1110,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ml-class,lukas/ml-class,1936,1089,1936,https://api.github.com/repos/lukas/ml-class/commits{/sha},https://api.github.com/repos/lukas/ml-class/forks,https://api.github.com/repos/lukas/ml-class/subscribers,2015-09-01 20:52:50+00:00,9,139523,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BigImageViewPager,SherlockGougou/BigImageViewPager,1936,233,1936,https://api.github.com/repos/SherlockGougou/BigImageViewPager/commits{/sha},https://api.github.com/repos/SherlockGougou/BigImageViewPager/forks,https://api.github.com/repos/SherlockGougou/BigImageViewPager/subscribers,2018-05-21 10:11:44+00:00,18,16204,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpringBoot-vue,boylegu/SpringBoot-vue,1936,876,1936,https://api.github.com/repos/boylegu/SpringBoot-vue/commits{/sha},https://api.github.com/repos/boylegu/SpringBoot-vue/forks,https://api.github.com/repos/boylegu/SpringBoot-vue/subscribers,2017-06-20 07:07:19+00:00,25,33570,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CodeSearchNet,github/CodeSearchNet,1936,361,1936,https://api.github.com/repos/github/CodeSearchNet/commits{/sha},https://api.github.com/repos/github/CodeSearchNet/forks,https://api.github.com/repos/github/CodeSearchNet/subscribers,2019-02-28 17:22:54+00:00,14,30039,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-list,caseywebdev/react-list,1936,185,1936,https://api.github.com/repos/caseywebdev/react-list/commits{/sha},https://api.github.com/repos/caseywebdev/react-list/forks,https://api.github.com/repos/caseywebdev/react-list/subscribers,2014-06-23 20:29:38+00:00,70,1395,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nft_ptr,zhuowei/nft_ptr,1936,37,1936,https://api.github.com/repos/zhuowei/nft_ptr/commits{/sha},https://api.github.com/repos/zhuowei/nft_ptr/forks,https://api.github.com/repos/zhuowei/nft_ptr/subscribers,2021-04-01 04:07:55+00:00,13,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swiftenv,kylef/swiftenv,1936,97,1936,https://api.github.com/repos/kylef/swiftenv/commits{/sha},https://api.github.com/repos/kylef/swiftenv/forks,https://api.github.com/repos/kylef/swiftenv/subscribers,2015-12-15 13:16:58+00:00,12,616,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pry-byebug,deivid-rodriguez/pry-byebug,1936,137,1936,https://api.github.com/repos/deivid-rodriguez/pry-byebug/commits{/sha},https://api.github.com/repos/deivid-rodriguez/pry-byebug/forks,https://api.github.com/repos/deivid-rodriguez/pry-byebug/subscribers,2013-05-02 23:30:11+00:00,43,480,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbind,charto/nbind,1936,126,1936,https://api.github.com/repos/charto/nbind/commits{/sha},https://api.github.com/repos/charto/nbind/forks,https://api.github.com/repos/charto/nbind/subscribers,2014-12-15 21:43:17+00:00,65,1101,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gatsby-starter-lumen,alxshelepenok/gatsby-starter-lumen,1936,672,1936,https://api.github.com/repos/alxshelepenok/gatsby-starter-lumen/commits{/sha},https://api.github.com/repos/alxshelepenok/gatsby-starter-lumen/forks,https://api.github.com/repos/alxshelepenok/gatsby-starter-lumen/subscribers,2016-03-11 21:02:37+00:00,13,111139,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gl-react-native-v2,gre/gl-react-native-v2,1936,179,1936,https://api.github.com/repos/gre/gl-react-native-v2/commits{/sha},https://api.github.com/repos/gre/gl-react-native-v2/forks,https://api.github.com/repos/gre/gl-react-native-v2/subscribers,2015-08-17 15:49:08+00:00,0,66047,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaterialLogin,fanrunqi/MaterialLogin,1936,377,1936,https://api.github.com/repos/fanrunqi/MaterialLogin/commits{/sha},https://api.github.com/repos/fanrunqi/MaterialLogin/forks,https://api.github.com/repos/fanrunqi/MaterialLogin/subscribers,2016-08-04 06:29:38+00:00,3,5152,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opentelemetry-js,open-telemetry/opentelemetry-js,1936,596,1936,https://api.github.com/repos/open-telemetry/opentelemetry-js/commits{/sha},https://api.github.com/repos/open-telemetry/opentelemetry-js/forks,https://api.github.com/repos/open-telemetry/opentelemetry-js/subscribers,2019-05-10 02:01:43+00:00,245,25326,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
metismenu,onokumus/metismenu,1936,489,1936,https://api.github.com/repos/onokumus/metismenu/commits{/sha},https://api.github.com/repos/onokumus/metismenu/forks,https://api.github.com/repos/onokumus/metismenu/subscribers,2013-11-30 11:17:58+00:00,78,1312,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REALITY,XTLS/REALITY,1936,124,1936,https://api.github.com/repos/XTLS/REALITY/commits{/sha},https://api.github.com/repos/XTLS/REALITY/forks,https://api.github.com/repos/XTLS/REALITY/subscribers,2023-01-29 14:29:45+00:00,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DropKick,Robdel12/DropKick,1935,341,1935,https://api.github.com/repos/Robdel12/DropKick/commits{/sha},https://api.github.com/repos/Robdel12/DropKick/forks,https://api.github.com/repos/Robdel12/DropKick/subscribers,2011-07-02 03:28:48+00:00,27,8590,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-python-data-science,krzjoa/awesome-python-data-science,1935,293,1935,https://api.github.com/repos/krzjoa/awesome-python-data-science/commits{/sha},https://api.github.com/repos/krzjoa/awesome-python-data-science/forks,https://api.github.com/repos/krzjoa/awesome-python-data-science/subscribers,2017-12-21 10:17:53+00:00,1,1530,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firebase-php,kreait/firebase-php,1935,398,1935,https://api.github.com/repos/kreait/firebase-php/commits{/sha},https://api.github.com/repos/kreait/firebase-php/forks,https://api.github.com/repos/kreait/firebase-php/subscribers,2015-01-07 23:07:53+00:00,13,3558,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FidelityFX-FSR,GPUOpen-Effects/FidelityFX-FSR,1935,149,1935,https://api.github.com/repos/GPUOpen-Effects/FidelityFX-FSR/commits{/sha},https://api.github.com/repos/GPUOpen-Effects/FidelityFX-FSR/forks,https://api.github.com/repos/GPUOpen-Effects/FidelityFX-FSR/subscribers,2021-07-13 14:57:45+00:00,18,10086,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surface-Defect-Detection,Charmve/Surface-Defect-Detection,1935,401,1935,https://api.github.com/repos/Charmve/Surface-Defect-Detection/commits{/sha},https://api.github.com/repos/Charmve/Surface-Defect-Detection/forks,https://api.github.com/repos/Charmve/Surface-Defect-Detection/subscribers,2020-09-27 07:47:25+00:00,13,234312,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow-build-archived,lakshayg/tensorflow-build-archived,1935,232,1935,https://api.github.com/repos/lakshayg/tensorflow-build-archived/commits{/sha},https://api.github.com/repos/lakshayg/tensorflow-build-archived/forks,https://api.github.com/repos/lakshayg/tensorflow-build-archived/subscribers,2017-05-18 02:21:47+00:00,6,222587,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
docker-hadoop,big-data-europe/docker-hadoop,1935,1114,1935,https://api.github.com/repos/big-data-europe/docker-hadoop/commits{/sha},https://api.github.com/repos/big-data-europe/docker-hadoop/forks,https://api.github.com/repos/big-data-europe/docker-hadoop/subscribers,2016-03-09 13:13:52+00:00,76,112,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MathBox.js,unconed/MathBox.js,1935,137,1935,https://api.github.com/repos/unconed/MathBox.js/commits{/sha},https://api.github.com/repos/unconed/MathBox.js/forks,https://api.github.com/repos/unconed/MathBox.js/subscribers,2012-11-11 08:17:04+00:00,25,5636,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dashboard.spatie.be,spatie/dashboard.spatie.be,1935,436,1935,https://api.github.com/repos/spatie/dashboard.spatie.be/commits{/sha},https://api.github.com/repos/spatie/dashboard.spatie.be/forks,https://api.github.com/repos/spatie/dashboard.spatie.be/subscribers,2016-05-06 20:42:17+00:00,0,7736,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
