stars,forks,watchers,open_issues,size,created_at,updated_at,name,full_name,commits,forks_url,watchers_url,language_AsciiDoc,language_Assembly,language_Batchfile,language_C,language_C#,language_C++,language_CSS,language_Clojure,language_Dart,language_Dockerfile,language_Elixir,language_Emacs Lisp,language_Go,language_HTML,language_Haskell,language_Java,language_JavaScript,language_Jinja,language_Julia,language_Jupyter Notebook,language_Kotlin,language_Lua,language_Makefile,language_Markdown,language_Nunjucks,language_OCaml,language_Objective-C,language_PHP,language_Python,language_Roff,language_Ruby,language_Rust,language_SCSS,language_Scala,language_Shell,language_Svelte,language_Swift,language_TeX,language_TypeScript,language_V,language_Vim Script,language_Vim script,language_Vue,language_Zig
367465,32218,367465,222,400193,2014,2023,freeCodeCamp,freeCodeCamp/freeCodeCamp,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/commits{/sha},https://api.github.com/repos/freeCodeCamp/freeCodeCamp/forks,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
280773,55425,280773,43,16794,2013,2023,free-programming-books,EbookFoundation/free-programming-books,https://api.github.com/repos/EbookFoundation/free-programming-books/commits{/sha},https://api.github.com/repos/EbookFoundation/free-programming-books/forks,https://api.github.com/repos/EbookFoundation/free-programming-books/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
265935,21409,265935,16732,188163,2019,2023,996.ICU,996icu/996.ICU,https://api.github.com/repos/996icu/996.ICU/commits{/sha},https://api.github.com/repos/996icu/996.ICU/forks,https://api.github.com/repos/996icu/996.ICU/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258221,67828,258221,56,20576,2016,2023,coding-interview-university,jwasham/coding-interview-university,https://api.github.com/repos/jwasham/coding-interview-university/commits{/sha},https://api.github.com/repos/jwasham/coding-interview-university/forks,https://api.github.com/repos/jwasham/coding-interview-university/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255467,25815,255467,66,1461,2014,2023,awesome,sindresorhus/awesome,https://api.github.com/repos/sindresorhus/awesome/commits{/sha},https://api.github.com/repos/sindresorhus/awesome/forks,https://api.github.com/repos/sindresorhus/awesome/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241131,27565,241131,173,4948,2016,2023,public-apis,public-apis/public-apis,https://api.github.com/repos/public-apis/public-apis/commits{/sha},https://api.github.com/repos/public-apis/public-apis/forks,https://api.github.com/repos/public-apis/public-apis/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240473,33962,240473,418,1556084,2017,2023,developer-roadmap,kamranahmedse/developer-roadmap,https://api.github.com/repos/kamranahmedse/developer-roadmap/commits{/sha},https://api.github.com/repos/kamranahmedse/developer-roadmap/forks,https://api.github.com/repos/kamranahmedse/developer-roadmap/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
220937,39203,220937,382,11187,2017,2023,system-design-primer,donnemartin/system-design-primer,https://api.github.com/repos/donnemartin/system-design-primer/commits{/sha},https://api.github.com/repos/donnemartin/system-design-primer/forks,https://api.github.com/repos/donnemartin/system-design-primer/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208035,43456,208035,1270,324088,2013,2023,react,facebook/react,https://api.github.com/repos/facebook/react/commits{/sha},https://api.github.com/repos/facebook/react/forks,https://api.github.com/repos/facebook/react/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203766,33771,203766,637,31925,2013,2023,vue,vuejs/vue,https://api.github.com/repos/vuejs/vue/commits{/sha},https://api.github.com/repos/vuejs/vue/forks,https://api.github.com/repos/vuejs/vue/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
202358,19748,202358,286,985,2018,2023,build-your-own-x,codecrafters-io/build-your-own-x,https://api.github.com/repos/codecrafters-io/build-your-own-x/commits{/sha},https://api.github.com/repos/codecrafters-io/build-your-own-x/forks,https://api.github.com/repos/codecrafters-io/build-your-own-x/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174952,88387,174952,2156,928031,2015,2023,tensorflow,tensorflow/tensorflow,https://api.github.com/repos/tensorflow/tensorflow/commits{/sha},https://api.github.com/repos/tensorflow/tensorflow/forks,https://api.github.com/repos/tensorflow/tensorflow/subscribers,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170380,27951,170380,311,13236,2018,2023,javascript-algorithms,trekhleb/javascript-algorithms,https://api.github.com/repos/trekhleb/javascript-algorithms/commits{/sha},https://api.github.com/repos/trekhleb/javascript-algorithms/forks,https://api.github.com/repos/trekhleb/javascript-algorithms/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169119,23241,169119,352,6728,2014,2023,awesome-python,vinta/awesome-python,https://api.github.com/repos/vinta/awesome-python/commits{/sha},https://api.github.com/repos/vinta/awesome-python/forks,https://api.github.com/repos/vinta/awesome-python/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168153,32579,168153,132,12512,2013,2023,You-Dont-Know-JS,getify/You-Dont-Know-JS,https://api.github.com/repos/getify/You-Dont-Know-JS/commits{/sha},https://api.github.com/repos/getify/You-Dont-Know-JS/forks,https://api.github.com/repos/getify/You-Dont-Know-JS/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164450,50212,164450,182,116174,2018,2023,CS-Notes,CyC2018/CS-Notes,https://api.github.com/repos/CyC2018/CS-Notes/commits{/sha},https://api.github.com/repos/CyC2018/CS-Notes/forks,https://api.github.com/repos/CyC2018/CS-Notes/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163905,78514,163905,408,230423,2011,2023,bootstrap,twbs/bootstrap,https://api.github.com/repos/twbs/bootstrap/commits{/sha},https://api.github.com/repos/twbs/bootstrap/forks,https://api.github.com/repos/twbs/bootstrap/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159236,25277,159236,617,10761,2009,2023,ohmyzsh,ohmyzsh/ohmyzsh,https://api.github.com/repos/ohmyzsh/ohmyzsh/commits{/sha},https://api.github.com/repos/ohmyzsh/ohmyzsh/forks,https://api.github.com/repos/ohmyzsh/ohmyzsh/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
159024,40148,159024,168,13542,2016,2023,Python,TheAlgorithms/Python,https://api.github.com/repos/TheAlgorithms/Python/commits{/sha},https://api.github.com/repos/TheAlgorithms/Python/forks,https://api.github.com/repos/TheAlgorithms/Python/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153698,25419,153698,11597,260160,2015,2023,flutter,flutter/flutter,https://api.github.com/repos/flutter/flutter/commits{/sha},https://api.github.com/repos/flutter/flutter/forks,https://api.github.com/repos/flutter/flutter/subscribers,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152273,48146,152273,312,4448307,2011,2023,linux,torvalds/linux,https://api.github.com/repos/torvalds/linux/commits{/sha},https://api.github.com/repos/torvalds/linux/forks,https://api.github.com/repos/torvalds/linux/subscribers,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148284,84184,148284,410,2356,2010,2023,gitignore,github/gitignore,https://api.github.com/repos/github/gitignore/commits{/sha},https://api.github.com/repos/github/gitignore/forks,https://api.github.com/repos/github/gitignore/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146582,25782,146582,7032,868579,2015,2023,vscode,microsoft/vscode,https://api.github.com/repos/microsoft/vscode/commits{/sha},https://api.github.com/repos/microsoft/vscode/forks,https://api.github.com/repos/microsoft/vscode/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
139681,18006,139681,16,1204,2014,2023,computer-science,ossu/computer-science,https://api.github.com/repos/ossu/computer-science/commits{/sha},https://api.github.com/repos/ossu/computer-science/forks,https://api.github.com/repos/ossu/computer-science/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136432,13601,136432,223,2673,2015,2023,the-art-of-command-line,jlevy/the-art-of-command-line,https://api.github.com/repos/jlevy/the-art-of-command-line/commits{/sha},https://api.github.com/repos/jlevy/the-art-of-command-line/forks,https://api.github.com/repos/jlevy/the-art-of-command-line/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136202,49177,136202,682,310266,2018,2023,Python-100-Days,jackfrued/Python-100-Days,https://api.github.com/repos/jackfrued/Python-100-Days/commits{/sha},https://api.github.com/repos/jackfrued/Python-100-Days/forks,https://api.github.com/repos/jackfrued/Python-100-Days/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135344,28020,135344,762,7904,2023,2023,Auto-GPT,Significant-Gravitas/Auto-GPT,https://api.github.com/repos/Significant-Gravitas/Auto-GPT/commits{/sha},https://api.github.com/repos/Significant-Gravitas/Auto-GPT/forks,https://api.github.com/repos/Significant-Gravitas/Auto-GPT/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134516,25618,134516,160,3606,2012,2023,javascript,airbnb/javascript,https://api.github.com/repos/airbnb/javascript/commits{/sha},https://api.github.com/repos/airbnb/javascript/forks,https://api.github.com/repos/airbnb/javascript/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134010,44080,134010,66,160744,2018,2023,JavaGuide,Snailclimb/JavaGuide,https://api.github.com/repos/Snailclimb/JavaGuide/commits{/sha},https://api.github.com/repos/Snailclimb/JavaGuide/forks,https://api.github.com/repos/Snailclimb/JavaGuide/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133525,7670,133525,93,15236,2015,2023,awesome-selfhosted,awesome-selfhosted/awesome-selfhosted,https://api.github.com/repos/awesome-selfhosted/awesome-selfhosted/commits{/sha},https://api.github.com/repos/awesome-selfhosted/awesome-selfhosted/forks,https://api.github.com/repos/awesome-selfhosted/awesome-selfhosted/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120572,9007,120572,4727,64997,2010,2023,youtube-dl,ytdl-org/youtube-dl,https://api.github.com/repos/ytdl-org/youtube-dl/commits{/sha},https://api.github.com/repos/ytdl-org/youtube-dl/forks,https://api.github.com/repos/ytdl-org/youtube-dl/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116202,22354,116202,325,124710,2020,2023,fucking-algorithm,labuladong/fucking-algorithm,https://api.github.com/repos/labuladong/fucking-algorithm/commits{/sha},https://api.github.com/repos/labuladong/fucking-algorithm/forks,https://api.github.com/repos/labuladong/fucking-algorithm/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111823,11509,111823,0,592899,2017,2023,30-seconds-of-code,30-seconds/30-seconds-of-code,https://api.github.com/repos/30-seconds/30-seconds-of-code/commits{/sha},https://api.github.com/repos/30-seconds/30-seconds-of-code/forks,https://api.github.com/repos/30-seconds/30-seconds-of-code/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111592,16580,111592,8322,351856,2014,2023,go,golang/go,https://api.github.com/repos/golang/go/commits{/sha},https://api.github.com/repos/golang/go/forks,https://api.github.com/repos/golang/go/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109764,23288,109764,1962,858159,2015,2023,react-native,facebook/react-native,https://api.github.com/repos/facebook/react-native/commits{/sha},https://api.github.com/repos/facebook/react-native/forks,https://api.github.com/repos/facebook/react-native/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107535,14691,107535,903,138605,2013,2023,electron,electron/electron,https://api.github.com/repos/electron/electron/commits{/sha},https://api.github.com/repos/electron/electron/forks,https://api.github.com/repos/electron/electron/subscribers,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106714,23965,106714,2014,1839121,2016,2023,next.js,vercel/next.js,https://api.github.com/repos/vercel/next.js/commits{/sha},https://api.github.com/repos/vercel/next.js/forks,https://api.github.com/repos/vercel/next.js/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105433,23313,105433,3,42648,2010,2023,d3,d3/d3,https://api.github.com/repos/d3/d3/commits{/sha},https://api.github.com/repos/d3/d3/forks,https://api.github.com/repos/d3/d3/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103169,14479,103169,38,438,2017,2023,project-based-learning,practical-tutorials/project-based-learning,https://api.github.com/repos/practical-tutorials/project-based-learning/commits{/sha},https://api.github.com/repos/practical-tutorials/project-based-learning/forks,https://api.github.com/repos/practical-tutorials/project-based-learning/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102607,27534,102607,28,1236,2013,2023,free-programming-books-zh_CN,justjavac/free-programming-books-zh_CN,https://api.github.com/repos/justjavac/free-programming-books-zh_CN/commits{/sha},https://api.github.com/repos/justjavac/free-programming-books-zh_CN/forks,https://api.github.com/repos/justjavac/free-programming-books-zh_CN/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102106,10981,102106,140,10408,2014,2023,awesome-go,avelino/awesome-go,https://api.github.com/repos/avelino/awesome-go/commits{/sha},https://api.github.com/repos/avelino/awesome-go/forks,https://api.github.com/repos/avelino/awesome-go/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101761,20695,101761,714,144824,2018,2023,transformers,huggingface/transformers,https://api.github.com/repos/huggingface/transformers/commits{/sha},https://api.github.com/repos/huggingface/transformers/forks,https://api.github.com/repos/huggingface/transformers/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100307,10337,100307,444,12006,2014,2023,axios,axios/axios,https://api.github.com/repos/axios/axios/commits{/sha},https://api.github.com/repos/axios/axios/forks,https://api.github.com/repos/axios/axios/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99900,26377,99900,2018,23405,2016,2023,create-react-app,facebook/create-react-app,https://api.github.com/repos/facebook/create-react-app/commits{/sha},https://api.github.com/repos/facebook/create-react-app/forks,https://api.github.com/repos/facebook/create-react-app/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98666,36197,98666,2460,1193622,2014,2023,kubernetes,kubernetes/kubernetes,https://api.github.com/repos/kubernetes/kubernetes/commits{/sha},https://api.github.com/repos/kubernetes/kubernetes/forks,https://api.github.com/repos/kubernetes/kubernetes/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98562,7320,98562,44,3479,2018,2023,the-book-of-secret-knowledge,trimstray/the-book-of-secret-knowledge,https://api.github.com/repos/trimstray/the-book-of-secret-knowledge/commits{/sha},https://api.github.com/repos/trimstray/the-book-of-secret-knowledge/forks,https://api.github.com/repos/trimstray/the-book-of-secret-knowledge/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95593,25963,95593,1711,1035252,2014,2023,node,nodejs/node,https://api.github.com/repos/nodejs/node/commits{/sha},https://api.github.com/repos/nodejs/node/forks,https://api.github.com/repos/nodejs/node/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92131,34711,92131,498,1287638,2010,2023,three.js,mrdoob/three.js,https://api.github.com/repos/mrdoob/three.js/commits{/sha},https://api.github.com/repos/mrdoob/three.js/forks,https://api.github.com/repos/mrdoob/three.js/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91509,11780,91509,6316,2107494,2014,2023,TypeScript,microsoft/TypeScript,https://api.github.com/repos/microsoft/TypeScript/commits{/sha},https://api.github.com/repos/microsoft/TypeScript/forks,https://api.github.com/repos/microsoft/TypeScript/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
91325,5308,91325,4980,327384,2019,2023,PowerToys,microsoft/PowerToys,https://api.github.com/repos/microsoft/PowerToys/commits{/sha},https://api.github.com/repos/microsoft/PowerToys/forks,https://api.github.com/repos/microsoft/PowerToys/subscribers,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90926,11853,90926,19,32024,2016,2023,tech-interview-handbook,yangshun/tech-interview-handbook,https://api.github.com/repos/yangshun/tech-interview-handbook/commits{/sha},https://api.github.com/repos/yangshun/tech-interview-handbook/forks,https://api.github.com/repos/yangshun/tech-interview-handbook/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
89533,4870,89533,1355,102205,2018,2023,deno,denoland/deno,https://api.github.com/repos/denoland/deno/commits{/sha},https://api.github.com/repos/denoland/deno/forks,https://api.github.com/repos/denoland/deno/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
89406,9248,89406,47,70080,2017,2023,nodebestpractices,goldbergyoni/nodebestpractices,https://api.github.com/repos/goldbergyoni/nodebestpractices/commits{/sha},https://api.github.com/repos/goldbergyoni/nodebestpractices/forks,https://api.github.com/repos/goldbergyoni/nodebestpractices/subscribers,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88898,7787,88898,1501,134115,2017,2023,terminal,microsoft/terminal,https://api.github.com/repos/microsoft/terminal/commits{/sha},https://api.github.com/repos/microsoft/terminal/forks,https://api.github.com/repos/microsoft/terminal/subscribers,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88327,23634,88327,1451,460653,2014,2023,angular,angular/angular,https://api.github.com/repos/angular/angular/commits{/sha},https://api.github.com/repos/angular/angular/forks,https://api.github.com/repos/angular/angular/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
86914,29831,86914,1472,381471,2014,2023,material-ui,mui/material-ui,https://api.github.com/repos/mui/material-ui/commits{/sha},https://api.github.com/repos/mui/material-ui/forks,https://api.github.com/repos/mui/material-ui/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
86022,39726,86022,964,158985,2015,2023,ant-design,ant-design/ant-design,https://api.github.com/repos/ant-design/ant-design/commits{/sha},https://api.github.com/repos/ant-design/ant-design/forks,https://api.github.com/repos/ant-design/ant-design/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
84042,8632,84042,1384,5520,2017,2023,scrcpy,Genymobile/scrcpy,https://api.github.com/repos/Genymobile/scrcpy/commits{/sha},https://api.github.com/repos/Genymobile/scrcpy/forks,https://api.github.com/repos/Genymobile/scrcpy/subscribers,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83366,8955,83366,286,477903,2017,2023,puppeteer,puppeteer/puppeteer,https://api.github.com/repos/puppeteer/puppeteer/commits{/sha},https://api.github.com/repos/puppeteer/puppeteer/forks,https://api.github.com/repos/puppeteer/puppeteer/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
82479,29775,82479,1295,15436,2017,2023,vue-element-admin,PanJiaChen/vue-element-admin,https://api.github.com/repos/PanJiaChen/vue-element-admin/commits{/sha},https://api.github.com/repos/PanJiaChen/vue-element-admin/forks,https://api.github.com/repos/PanJiaChen/vue-element-admin/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
82328,11160,82328,84,520,2016,2023,clean-code-javascript,ryanmcdermott/clean-code-javascript,https://api.github.com/repos/ryanmcdermott/clean-code-javascript/commits{/sha},https://api.github.com/repos/ryanmcdermott/clean-code-javascript/forks,https://api.github.com/repos/ryanmcdermott/clean-code-javascript/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82130,25117,82130,203,30761,2014,2023,java-design-patterns,iluwatar/java-design-patterns,https://api.github.com/repos/iluwatar/java-design-patterns/commits{/sha},https://api.github.com/repos/iluwatar/java-design-patterns/forks,https://api.github.com/repos/iluwatar/java-design-patterns/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81893,10812,81893,9572,978409,2010,2023,rust,rust-lang/rust,https://api.github.com/repos/rust-lang/rust/commits{/sha},https://api.github.com/repos/rust-lang/rust/forks,https://api.github.com/repos/rust-lang/rust/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
78806,8472,78806,2202,675360,2016,2023,storybook,storybookjs/storybook,https://api.github.com/repos/storybookjs/storybook/commits{/sha},https://api.github.com/repos/storybookjs/storybook/forks,https://api.github.com/repos/storybookjs/storybook/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
78279,15137,78279,1952,30540,2022,2023,stable-diffusion-webui,AUTOMATIC1111/stable-diffusion-webui,https://api.github.com/repos/AUTOMATIC1111/stable-diffusion-webui/commits{/sha},https://api.github.com/repos/AUTOMATIC1111/stable-diffusion-webui/forks,https://api.github.com/repos/AUTOMATIC1111/stable-diffusion-webui/subscribers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
